Name,AuthID
"Moore, Johanna D",A-9202
"Moore, Joshua",A-514
"Moore, Robert C",A-1269
"Moore, Roger K",A-15451
"Moortgat, M",A-10842
"Moosavi, Nafise Sadat",A-13719
"Moradi, Farnaz",A-484
"Moraes, Priscilla",A-14057
"Moraes, Silvia",A-12568
"Morales, Nicolas",A-687
"Moraliyski, Rumen",A-5983
"Moran, Christine",A-7934
"Moran, Douglas B",A-11173
"Moran, Juan",A-3512
"Moran, Sean",A-14127
"Moran, Steve",A-1709
"Moran, Steven",A-17168
"Morante, Roser",A-16050
"Morarescu, Paul",A-9435
"Morawietz, Frank",A-1105
"Morbini, Fabrizio",A-6237
"Morchid, Mohamed",A-5010
"Mordowanec, Michael T",A-8827
"Moreale, Emanuela",A-9053
"Moreau, Erwan",A-4533
"Moreau, Nicolas",A-2849
"Moreda Pozo, Paloma",A-3368
"Moreira, Silvio",A-6035
"Moreira, Viviane",A-15613
"Morel, MaryAnnick",A-13730
"Morency, LouisPhilippe",A-16403
"Moreno, Asunci",A-9517
"Moreno, Asuncioacuten",A-100
"Moreno, Jose G",A-12330
"Moreno, L",A-10194
"Moreno, Lidia",A-7383
"Moreno, Pedro J",A-5830
"MorenoOrtiz, Antonio",A-10495
"MorenoSandoval, Antonio",A-17029
"MorenoSchneider, Juliaacuten",A-2549
"Moreth, Julian",A-14671
"Moretti, Lorenzo",A-17555
"Moretto, Laila",A-3661
"Morey, Mathieu",A-17116
"Morgan, Alex",A-8749
"Morgan, Alexander A",A-17946
"Morgan, Jerry L",A-15432
"Morgan, John",A-16848
"Morgan, Jonathan T",A-9072
"Morgan, Nelson",A-2249
"Morgan, Richard G",A-934
"Morgan, William T",A-16819
"Morgenstern, Leora",A-2054
"Mori, Renato De",A-4526
"Mori, Shinsuke",A-3431
"Mori, Tatsunori",A-16365
"Mori, Yoshiki",A-728
"Moriceau, Veronique",A-8037
"Moriceau, VAAcronique",A-1753
"Morie, Paul",A-15704
"Morihiro, Koichiro",A-10103
"Morik, Katharina",A-6362
"Morimoto, Tsuyoshi",A-4903
"Morimoto, Yasutsugu",A-8333
"Morin, Emmanuel",A-5251
"Morin, Jason",A-6781
"Morin, JeanYves",A-15123
"Morita, Hajime",A-4230
"Morita, Mizuki",A-1417
"Moritz, Niko",A-11238
"Mork, James G",A-9686
"Morley, Eric",A-7801
"Morley, Rebecca",A-3147
"Moro, Andrea",A-12627
"Morozova, Olga",A-15985
"Morreale, E",A-15108
"Morrill, Glyn",A-15827
"Morris, Andrew C",A-1791
"Morris, Angela",A-5971
"Morris, David",A-15814
"Morris, Jane",A-4374
"Morris, Jeremy",A-14074
"Morris, Robert W",A-1907
"Morrissey, Sara",A-14702
"Morse, Emile",A-15178
"Morstatter, Fred",A-2136
"Mort, Alasdair",A-9984
"Morton, Thomas S",A-281
"Moruz, Alex",A-9215
"Moschitti, Alessandro",A-7285
"Moscovich, Tomer",A-18588
"Moser, Megan",A-1935
"Moshagen, Sjur Norstebo",A-12605
"Moshier, M Drew",A-3403
"Moshtaghi, Masud",A-4693
"Mosny, Milan",A-6611
"Mosquera, Alejandro",A-17044
"Moss, Lawrence S",A-5303
"Mossel, Eelco",A-9768
"Mostefa, Djamel",A-7202
"Mostow, Jack",A-12724
"Moszczyxski, Radosxaw",A-17959
"Moszczynski, Rados Aw",A-4913
"Moszkowicz, Jessica L",A-2560
"Mota, Cristina",A-15374
"Mothe, Josiane",A-364
"Mott, Bradford",A-3119
"Mott, Justin",A-10311
"Motta, Enrico",A-16901
"Mouchanov, Y",A-10310
"Moudenc, Thierry",A-17151
"Moulder, Brad",A-17931
"Moulin, Bernard",A-9447
"Moumtzidou, Anastasia",A-15214
"Moura, Leonardo",A-18281
"Mourad, Ahmed",A-17532
"Mouradian, George V",A-5188
"Mouret, Pascal",A-11089
"Mousser, Jaouad",A-7355
"MovshovitzAttias, Dana",A-5857
"Mowatt, David",A-1895
"Mowery, Danielle",A-11503
"Moxley, Joe",A-3697
"Moyne, J A",A-17621
"Moze, Sara",A-9882
"Mporas, Iosif",A-14698
"Mrakova, Eva",A-11466
Mrovsk Ji,A-18904
"MrowaHopkins, Colette",A-18297
"Mrozinski, Joanna",A-9995
Mrquez Llus,A-18876
"Muntildeoz, Rafael",A-6918
"Mu, Tingting",A-6619
"Muaz, Ahmed",A-13724
"Mubarak, Hamdy",A-13548
"Mucha, Basia",A-5753
"Mudge, Raphael",A-6271
"Mudraya, Olga",A-12194
"Mueller, Christoph",A-7136
"Mueller, Erik T",A-8232
"Mueller, MarkChristoph",A-15390
"Mueller, Stefan",A-11461
"Mueller, Thomas",A-5672
"Muhirwe, Jackson",A-9092
"Muhlhauser, Max",A-14710
"Muhonen, Kristiina",A-14885
"Muhr, Markus",A-6564
"Muhr, Rudolf",A-18581
"Muir, Kate",A-2011
"Muischnek, Kadri",A-17345
Muiz Cuza Carlos,A-19086
"MujdriczaMaydt, Eva",A-80
"Mukelov, Raycho",A-10457
"Mukerjee, Amitabha",A-8279
"Mukherjee, Animesh",A-15757
"Mukherjee, Arjun",A-18149
"Mukherjee, Sankar",A-1424
"Mukhin, Mikhail",A-10423
"Mukomel, Elena",A-18687
"Mukund, Smruthi",A-13089
"Mulholland, Matthew",A-11697
"Mulkar, Rutu",A-4552
"Mullen, Abigail",A-10525
"Mullen, Tony",A-6029
"Mullenders, J",A-9853
"Muller, Antje",A-10551
"Muller, Christoph",A-15874
"Muller, Daniel",A-16813
"Muller, Frank Henrik",A-13258
"Muller, Karin",A-2044
"Muller, Philippe",A-17325
"Muller, Stefan",A-8610
"Muller, Vinicius",A-1817
"Mulligan, Michael",A-8860
"Mulloni, Andrea",A-15775
"Multari, Annarosa",A-5065
"Multon, Franck",A-18391
"Munaka, Tatsuji",A-8025
"Munch, Klaus Heje",A-18213
"Mungi, Ashish",A-9676
"Munishkina, Larissa",A-6503
"Munoz, Marcia",A-16729
"Munoz, Rafael",A-5502
"Munro, Robert",A-7626
"Munson, Art",A-10529
"Munson, Sean",A-4301
"Munteanu, Cosmin",A-12327
"Munteanu, Dragos Stefan",A-18514
"Muoz, R",A-260
"Mur, Jori",A-2567
"Murakami, Akiko",A-2747
"Murakami, H",A-9104
"Murakami, Jinichi",A-7624
"Murakami, Jinichi",A-363
"Murakami, Koji",A-1832
"Murakami, Masahiko",A-8525
"Muraki, Kazunori",A-15205
"Muralidharan, Aditi",A-764
"Muramatsu, Yuki",A-18542
"Murao, Hiroya",A-15026
"Murase, Takahisa",A-14741
"Murata, Kazuyoshi",A-6068
"Murata, Masaki",A-4318
"Murawaki, Yugo",A-9566
"Murdock, Vanessa",A-17871
"Muresan, Smaranda",A-17344
"Murguia, Elixabete",A-2408
"Murisasco, Elisabeth",A-10523
"Murnane, William",A-18371
"Murphy, Brian",A-3618
"Murphy, Kevin",A-311
"Murphy, Tara",A-16909
"Murray, G Craig",A-18013
"Murray, Gabriel",A-13090
"Murray, Kathleen",A-4057
"Murray, Keith",A-14221
"Murray, Kenton",A-9133
"Murray, William",A-14632
"Murray, William R",A-8530
"MurrayRust, Peter",A-16535
"Murthi, Vijay",A-17134
"Murthy, Hema",A-8866
"Murthy, Hema A",A-2683
"Murthy, Karin",A-135
"Murthy, Kavi Narayana",A-2113
"Murtola, LauraMaria",A-3766
"Murveit, Hy",A-14363
"Musat, Claudiu",A-10029
"Musat, Claudiu Cristian",A-14690
"Musgrave, Simon",A-493
"Musha, Hiroyuki",A-12515
"Mushin, Ilana",A-17037
"Music, Bradley",A-7685
"Musillo, Gabriele",A-6817
"Muskens, Reinhard",A-3218
"Mustafayev, Elshan",A-12227
"Mustafi, Joy",A-7089
"Muthukrishna, Michael",A-13960
"Muthukrishnan, Pradeep",A-5462
"Mutlu, Bilge",A-2882
"Muto, Yukiyoshi",A-8862
"Mutton, Andrew",A-2722
"Muurisep, Kaili",A-11748
"Muzny, Grace",A-3701
"MuAAiz Cuza, Carlos",A-14021
"MuAAoz, Rafael",A-6460
"Myaeng, Sung Hyon",A-17005
"Myaeng, SungHyon",A-15096
"Myers, John K",A-6691
"Myers, Karen",A-3825
"Myers, Meredith",A-3157
"Mykowiecka, Agnieszka",A-7591
"Myllari, Aleksandr",A-640
"Myller, Niko",A-5943
"Mylonakis, Markos",A-8838
"MAA rquez, LluAAs",A-156
"MAAcnard, Pierre AndrAAc",A-11318
"MAArovskAA  , JiAaCAA",A-12359
"MAAntes y Gomez, Manuel",A-6203
"MAA  ller, Christian",A-16827
"MAA  ller, Hans Werner",A-16678
"MAA  ller, Henning",A-15221
"MAA  ller, Stefan",A-10583
"MAaCchura, Michal Boleslav",A-1161
"MA  ller, Christof",A-7019
"MA  ller, Christoph",A-12757
"Neacutedellec, Claire",A-7337
"Neacutemeth, Geacuteza",A-3052
"Neacutemeth, Laszlo",A-4077
"Neacutemeth, Peacuteter",A-186
"Noslashklestad, Anders",A-7302
"Noslashrvaringg, Kjetil",A-3345
"Nuumlrnberger, Andreas",A-4717
"N, Ezeiza",A-14394
"Na, Hwidong",A-15199
"Na, JinCheon",A-13224
"Na, SeungHoon",A-13073
"Na, Ye",A-15488
"Nabende, Peter",A-12127
"Nadathur, Gopalan",A-8690
"Nadejde, Maria",A-10036
"Naderi, Nona",A-8143
"Nadin, Mihai",A-8621
"Naerger, Petra",A-2453
"Nagai, Akira",A-13349
"Nagai, Takahiro",A-13975
"Nagano, Robin Lee",A-9224
"Nagao, Hakoto",A-18495
"Nagao, Katashi",A-3268
"Nagao, Kyoko",A-5525
"Nagao, Makoto",A-14304
"Nagarajan, Arun",A-5237
"Nagashima, Yuji",A-5501
"Nagata, Junji",A-17108
"Nagata, Masaaki",A-16516
"Nagata, Ryo",A-11161
"Nagel, David",A-5652
"Nagesh, Ajay",A-12513
"Nagi, Magdy",A-17477
Nagy T Istvn,A-18853
"Nagy T, IstvAAn",A-10474
"Nagy, Istvaacuten",A-10327
"Nagy, Istvan",A-16388
"Nagy, Viktor",A-8184
"Nahamoo, David",A-15503
"Nahnsen, Thade",A-551
"Naidu, Suresh",A-193
"Naik, J M",A-10964
"Naim, Iftekhar",A-2276
"Nair, Anish",A-8490
"Nair, Radhika",A-12135
"Nairn, Rowan",A-6365
"NaishGuzman, Andrew",A-9561
"Naito, Shozo",A-13483
"Nakabasami, Chieko",A-5801
"Nakadai, Kazuhiro",A-7694
"Nakagawa, Hiroshi",A-14901
"Nakagawa, Seiichi",A-11103
"Nakagawa, Tetsuji",A-17011
"Nakagawa, Tohru",A-12347
"Nakaiwa, Hiromi",A-7692
"Nakajima, Hideharu",A-11266
"Nakamura, Alan M",A-12647
"Nakamura, JunIchi",A-6678
"Nakamura, Junpei",A-4040
"Nakamura, Makoto",A-15630
"Nakamura, Mariko",A-17829
"Nakamura, Masami",A-6932
"Nakamura, Masanobu",A-15493
"Nakamura, Satoshi",A-12670
"Nakamura, Teigo",A-7401
"Nakanishi, Hiroko",A-13947
"Nakanishi, Masakazu",A-7004
"Nakanishi, Ryuichi",A-12014
"Nakano, Hiroshi",A-18338
"Nakano, Masahiro",A-7881
"Nakano, Mikio",A-13250
"Nakano, Yukiko I",A-12590
"Nakao, Koichi",A-15750
"Nakao, Yoshio",A-6313
"Nakao, Yukie",A-8686
"Nakase, Sumio",A-2124
"Nakashima, Hideyuki",A-16815
"Nakashole, Ndapandula",A-17771
"Nakata, Takayuki",A-8791
"Nakata, Yosuke",A-3029
"Nakatani, Christine H",A-11881
"Nakatani, Kazuhide",A-975
"Nakatsu, Crystal",A-15975
"Nakayama, Masato",A-11547
"Nakayama, Takeaki",A-5452
"Nakayama, Takehiro",A-8942
"Nakayama, Yotaro",A-957
"Nakazato, Shu",A-4544
"Nakazawa, Toshiaki",A-13364
"Nakazawa, Tsuneko",A-5582
"Nakhimovsky, Alexander",A-5222
"Nakisa, Ramin Charles",A-7026
"Nakov, Preslav",A-17937
"Nakov, Preslav I",A-7133
"Nalbach, M",A-13907
"Nalisnick, Eric T",A-10949
"Nallapati, Ramesh",A-10926
"Nallasamy, Udhyakumar",A-1566
"Nam, JeeSun",A-10539
"Nam, Seungho",A-13315
"Namata, Galileo",A-1780
"Namer, Fiammetta",A-14542
"Nanba, Hidetsugu",A-11916
"Nanchen, Alexandre",A-15831
"Nandan, Naveen",A-12242
"Nanjo, Hiroaki",A-3381
"Naoyuki, Sakurai",A-2524
"Napoles, Courtney",A-17843
"Napolitano, Diane",A-9516
"Naradowsky, Jason",A-14149
"Narahara, Toshiko",A-14270
"Narang, Nalin",A-16856
"Narasimhan, Bhuvana",A-18331
"Narasimhan, Karthik",A-18393
"Narawa, Chiharu",A-7781
"Narayan, Badri",A-4109
"Narayan, Shashi",A-2913
"Narayanan, Ajit",A-4244
"Narayanan, Ramanathan",A-4966
"Narayanan, Shrikanth",A-8766
"Narayanan, Shrikanth S",A-5255
"Narayanan, Srinivas",A-6634
"Narayanaswamy, Balakrishnan",A-9818
"Narayanaswamy, S",A-8517
"Nardi, Daniele",A-11084
"Naresh, Ram",A-10355
"Narinyani, A S",A-6239
"Narisawa, Katsuma",A-9730
"Nariyama, Shigeko",A-13841
"Naroua, Harouna",A-16568
"Narroway, George",A-361
"Narsale, Sushant",A-11535
"Narupiyakul, Lalita",A-119
"Naseem, Tahira",A-872
"Naseer, Asma",A-2235
"Nasir, Jamal",A-6646
"Nasir, Jamal A",A-15910
"Nasiruddin, Mohammad",A-8305
"Naskar, Sudip Kumar",A-8035
"Nasr, Alexis",A-11695
"NasrEsfahani, Mohammad",A-14195
"Nastase, Vivi",A-15799
"Nasukawa, Tetsuya",A-12082
"Naszodi, Matyas",A-5330
"Natan, Yaarit",A-2541
"Natarajan, Prem",A-11128
"Natarajan, Premkumar",A-5737
"Nath, J Saketha",A-14996
"Nath, Joydeep",A-14521
"Nathan, David",A-13103
"Nathan, Senthil",A-2494
"Naughton, Martina",A-4958
"Naulleau, Elie",A-15647
"Naumann, Felix",A-13456
"Naumann, Karin",A-14749
"Naumann, Ralf",A-9095
"Navarretta, Costanza",A-8345
"Navarro, Borja",A-3878
"Navarro, Emmanuel",A-17311
"Navas, Eva",A-8794
"Navigli, Roberto",A-7017
"Navratil, Jiri",A-14852
"Nawab, Rao Muhammad Adeel",A-530
"Nawar, Michael",A-9542
"Nawaz, Raheel",A-15776
"Naya, Futoshi",A-17609
"Nayak, Amiya",A-14777
"Nayan, Animesh",A-18502
"Nazar, Rogelio",A-9148
"Nazarenko, Adeline",A-7895
"Nazarian, Angela",A-5100
"Nazief, Bobby",A-8172
"Ndiaye, Alassane",A-6603
"Neal, Jeannette G",A-1711
"Nebel, Bernhard",A-12768
"Nebeska, Iva",A-7251
"Nedellec, Claire",A-4316
"Nederhof, MarkJan",A-10
"Nedobejkine, Nicolas",A-7449
"Nedoluzhko, Anna",A-8996
"Neelakantan, Arvind",A-10444
"Neely, Abby",A-9855
"Neely, Howard",A-7273
"Neeman, Yoni",A-16369
"Neff, Mary S",A-7165
"Negi, Sapna",A-18228
"Negi, Sumit",A-10613
"Negre, Sophie",A-11071
"Negri, Matteo",A-16763
"Neidert, Julia",A-13917
"Neidle, Carol",A-9040
"Nejat, Bita",A-16092
"Nelakanti, Anil Kumar",A-3471
"Nelimarkka, Esa",A-14197
"Nelken, Rani",A-10881
"Nelson, Andrew L",A-5405
"Nelson, Claire",A-11750
"Nelson, Peter C",A-2030
"Nelson, R J",A-8761
"Nelson, Stuart",A-8138
"NematNasser, Syrus C",A-1293
"Nematzadeh, Aida",A-4595
"Nemec, Petr",A-7104
"Nemeskey, DAtildeiexclvid MAtildeiexclrk",A-16150
"Nemeskey, David Mark",A-8001
"Nemeskey, DAAvid MAArk",A-2847
"Nemeti, I",A-15886
"Nemoto, Rena",A-1468
"Nenadix, Goran",A-14431
"Nenadic, Goran",A-8340
"Nenkova, Ani",A-6200
"Nenova, Irina",A-5965
"Neogi, Snehasis",A-4325
"Neophytou, Kyriaki",A-10390
"Nepil, Milos",A-3752
"Nepveu, Laurent",A-18585
"Nerbonne, John",A-12500
"Neri, Federico",A-8856
"Neri, Francesca",A-14868
"Nerima, Luka",A-2144
"Nesbit, John",A-8736
"Neslihan, Demirguc",A-8430
"Nessly, Larry",A-5458
"Nesson, Rebecca",A-10167
"Nesterenko, Irina",A-17707
"Neto, Joatildeo Paulo",A-18566
"Netter, Klaus",A-1224
"Nettleton, D J",A-6866
"Netzer, Yael Dahan",A-10815
"Neubert, Gunter",A-9982
"Neubig, Graham",A-9573
"Neuburg, Edward P",A-9317
"Neugebauer, Moritz",A-6531
"Neuhaus, H Joachim",A-9983
"Neuhaus, Peter",A-2364
"Neuman, Yair",A-17661
Neumann Gnter,A-19054
"Neumann, Arne",A-161
"Neumann, Guumlnter",A-4893
"Neumann, Gerald",A-17688
"Neumann, Guenter",A-17262
"Neumann, GAA  nter",A-16931
"Neumann, Heiko",A-2746
"Neumann, Stella",A-2629
"Neumeyer, Leonardo",A-10349
"Neuvel, Sylvain",A-16633
"Neveol, Aurelie",A-13414
"Neves, Mariana",A-7373
"Neviarouskaya, Alena",A-566
"Newbold, Neil",A-9139
"Newlands, Alison",A-17519
"Newman, David",A-1450
"Newman, Eamonn",A-5198
"Newman, John",A-4264
"Newman, P S",A-16592
"Newman, S Paula",A-16080
"Ney, H",A-2962
"Ney, Hermann",A-16807
"Neyaz, Rukhsar",A-8309
"Neylon, Tyler",A-14847
"Nezamfar, Hooman",A-1124
"Nganga, Wanjiku",A-9258
"Ng, Andrew Y",A-9688
"Ng, Dominick",A-13874
"Ng, Eric Jun Feng",A-6984
"Ng, HongI",A-7149
"Ng, Hwee Tou",A-16102
"Ng, JunPing",A-15224
"Ng, Kwong Bor",A-18052
"Ng, Mimi",A-8444
"Ng, Raymond",A-13545
"Ng, Raymond T",A-5062
"Ng, SeeKiong",A-8488
"Ng, Vincent",A-8022
"Ng, Wing W Y",A-11033
"Ngai, Grace",A-14427
"Nghiem Quoc, Minh",A-8657
"Ngo, Chong Wah",A-5558
"Ngo, Quoc Hung",A-18792
"Ngonga Ngomo, AxelCyrille",A-6026
"Nguyecircn, Ccircm Tuacute",A-4085
"Nguy, Giang Linh",A-9842
"Nguyen Truong, Son",A-9641
"Nguyen, Antony",A-11319
"Nguyen, Bao",A-14209
"Nguyen, Dai Quoc",A-15726
"Nguyen, Dat P T",A-14079
"Nguyen, Dat PT",A-2104
"Nguyen, Dat Quoc",A-13186
"Nguyen, Doan",A-5063
"Nguyen, Dong",A-5120
"Nguyen, Hieu",A-8475
"Nguyen, Huong Thao",A-574
"Nguyen, Huy",A-14269
"Nguyen, KiemHieu",A-16256
"Nguyen, Long",A-12341
"Nguyen, Luan",A-17023
"Nguyen, Minh Le",A-15480
"Nguyen, Minh Luan",A-4436
"Nguyen, Ngan",A-18251
"Nguyen, Nghi",A-9538
"Nguyen, Ngoc Tran",A-984
"Nguyen, Nhung T H",A-7946
"Nguyen, Patrick",A-413
"Nguyen, PhuongThai",A-13757
"Nguyen, Quy",A-15764
"Nguyen, Thai Phuong",A-4078
"Nguyen, Thang",A-933
"Nguyen, Thien",A-6679
"Nguyen, Thien Huu",A-17859
"Nguyen, Thin",A-13543
"Nguyen, Thuy Dung",A-11866
"Nguyen, ThuyLinh",A-599
"Nguyen, TrucVien T",A-8775
"Nguyen, Tu Anh T",A-18681
"Nguyen, Van Hiep",A-16695
"Nguyen, VietAn",A-8228
"Nguyen, Vinh Van",A-6605
"NguyAAan, Thi Minh HuyAAAn",A-7944
"Nhan, Ngo Thanh",A-8210
"Ni, Wei",A-10880
"Ni, Yizhao",A-3407
"Nian, Hongdong",A-13330
"Nica, Iulia",A-18026
"Nicholas, Charles",A-1720
"Nicholl, Sheldon",A-9724
"Nichols, Carol",A-16601
"Nichols, Eric",A-12908
"Nicholson, Devlan",A-4329
"Nicholson, Jeremy",A-5784
"Nickerson, Jeffrey",A-6120
"Nicolae, Cristina",A-14151
"Nicolae, Gabriel",A-8561
"Nicolai, Garrett",A-7164
"Nicolas, Lionel",A-8412
"Nicolas, Pascal",A-3359
"Nicolov, Nicolas",A-9511
"Nicosia, Massimo",A-14486
"Niculae, Vlad",A-15402
"Niculescu, Stefan",A-12721
"Nie, JianYun",A-2227
"Nie, Jiazhong",A-14718
"Nie, Lan",A-11548
"Nie, Penghai",A-8677
"Nie, Yu",A-4649
"Nie, Zaiqing",A-4910
"NieBen, S",A-2806
"Niebuhr, Oliver",A-5087
"Niederlich, Hendrik",A-8985
"Niedermair, Gerh Th",A-3523
"Nieflen, S",A-4250
"Niehr, Thomas",A-8253
"Niehren, Joachim",A-5841
"Niehues, Jan",A-4493
"Nieke, Christian",A-18782
"Niekler, Andreas",A-4139
"Niekrasz, John",A-13869
"Nielsen, Leif Arda",A-10416
"Nielsen, Rodney D",A-12506
"Niemann, Elisabeth",A-18058
"Niemann, Michael",A-9400
"Niemi, Jyrki",A-15543
"Nieminen, Ilari T",A-13419
"Niessen, Sonja",A-17752
"Niestadt, Jan",A-2401
"Nigam, Kamal",A-7334
"Nightingale, Stephen",A-10263
"Niimi, Yasuhisa",A-14714
"Nijholt, Anton",A-13969
"Nikfarjam, Azadeh",A-13181
"Nikitina, Tatiana",A-9238
"Niklfeld, Georg",A-18645
"Nikolaeva, Yulia",A-12850
"Nikolova, Bonka",A-18537
"Nikolova, Ivelina",A-12055
"Nikolova, Sonya",A-2274
"Nikoulina, Vassilina",A-3054
"Nillett, Ronald",A-17713
"Nilson, Roslyn",A-11660
"Nilsson, Gunnar",A-15435
"Nilsson, Jens",A-5277
"Nilsson, Lars",A-11895
"Nilsson, Mattias",A-4165
"Nilsson, Peter",A-12043
"Nimaan, Abdillahi",A-8455
"Ninomiya, Takashi",A-17321
"Nioche, Julien",A-14062
"Nir, Bracha",A-10169
"Niranjan, Mahesan",A-2396
"Niraula, Nobal",A-11560
"Nirenburg, Inna",A-4704
"Nirenburg, Irene B",A-17313
"Nirenburg, Sergei",A-16021
"Nishi, Junichiro",A-9790
"Nishida, Fujio",A-4929
"Nishida, O",A-841
"Nishida, Toyoaki",A-8965
"Nishiguchi, Sumiyo",A-671
"Nishikawa, Hitoshi",A-7317
"Nishikimi, Mikiko",A-5033
"Nishimoto, Takuya",A-4305
"Nishimura, Masafumi",A-15544
"Nishimura, Ryo",A-8124
"Nishino, Fumihito",A-8521
"Nishino, Masaaki",A-12609
"Nishino, Takanori",A-16171
"Nishiokayama, Shigeyuki",A-16334
"Nishiura, Takanobu",A-9689
"Nishiwaki, Masamichi",A-17879
"Nishizaki, Hiromitsu",A-17255
"Nishizawa, Shinichiro",A-1203
"Nishizawa, Toshihiro",A-11739
"Nisimura, Hirohiko",A-1575
"Nisioi, Sergiu",A-14098
"Nissim, Malvina",A-12742
"Niswar, Arthur",A-3870
"Nitta, Tomoaki",A-12162
"Nitta, Yoshihiko",A-5067
"Nittayanuparp, Pairit",A-12761
"Nitti, Davide",A-16999
"Nitze, Max",A-5548
"Niu, Cheng",A-11165
"Niu, Feng",A-4014
"Niu, Yun",A-13145
"Niu, ZhengYu",A-7536
"Niu, Zhengyu",A-8021
"Niv, Michael",A-4302
"Nivre, Joakim",A-4732
"Niwa, Yoshiki",A-9515
"Niyogi, Partha",A-18017
"Niyogi, Sourabh",A-1858
"Noah, William W",A-9740
"Noamany, Mohamed",A-6775
"Nobata, Chikashi",A-2039
"Nobesawa, Shiho",A-8297
"Nocera, Pascal",A-17947
"Noda, Itsuki",A-2163
"Noel, J",A-10674
"Noel, Mike",A-4048
"Noeman, Sara",A-6863
"Nogami, Hiroyasu",A-16041
"Nogami, Masaru",A-11333
"Noguchi, Naohiko",A-6986
"Noh, Hyungjong",A-15465
"Noh, TaeGil",A-10058
"Nohama, Percy",A-8918
"Noikongka, Daoyos",A-1552
"Noji, Hiroshi",A-14173
"Nolan, James R",A-4113
"Noll, A Michael",A-896
"Nomiyama, Hiroshi",A-13578
"Nomoto, Tadashi",A-13097
"Nomura, Hirosato",A-16885
"Nomura, Kouichi",A-2376
"Nomura, Naoyuki",A-6324
"Noncheva, Veska",A-3053
"Nooralahzadeh, Farhad",A-4549
"Noord, Gertjan Van",A-11893
"Noraset, Thanapon",A-1972
"Norbu, Sithar",A-10709
"Nordgaringrd, Torbjoslashrn",A-9199
"Nordlinger, Rachel",A-18135
"Nordner, Anders",A-12716
"Nordstrom, Magnus",A-13769
"Norimatsu, Junya",A-11828
"Noro, Taichi",A-16525
"Noro, Tomoya",A-14681
"North, Ryan",A-15522
"Norton, Lewis M",A-9308
"Norvig, Peter",A-18513
"Nose, Takashi",A-17377
"Not, Elena",A-6755
"Noth, Elmar",A-7810
"Nothdurft, Florian",A-10396
"Nothman, Joel",A-7959
"Nouioua, Farid",A-13259
"Noureddine, Soufiane",A-5379
"Nouri, Elnaz",A-18744
"Nouri, Javad",A-13803
"Noussia, Theodora I",A-2311
"Nouvel, Damien",A-12183
"NovAtildeiexclk, Michal",A-7828
"Novaacutek, Attila",A-4347
"Novaacutek, Vaacuteclav",A-641
"Novais, Eder",A-6857
"Novak Jr, Gordon S",A-3839
"Novak, HansJoachim",A-16372
"Novak, Josef R",A-15187
"Novak, Michal",A-1678
"Novak, Vaclav",A-16890
"Novak, Valerie",A-15230
"Novick, David G",A-2562
"Novielli, Nicole",A-18568
"Novischi, Adrian",A-1610
"Novotney, Scott",A-18125
"Novotny, Jakub",A-7684
"NovAAk, Michal",A-6168
"Nowak, Chris",A-3421
"Nowak, Robert",A-6520
"Nowson, Scott",A-15611
"Nozawa, Masanori",A-9372
"NozohoorFarshi, R",A-9699
"Ntalampiras, Stavros",A-14491
"Nualart, Jaume",A-13159
"Nuger, Justin",A-9098
"Nugier, Sylvaine",A-8987
"Nugues, Pierre",A-17565
"Nuhn, Malte",A-17929
"Nulty, Paul",A-11666
"Numazaki, Hiroaki",A-8870
"Nunam, Beverly",A-7832
"Nunberg, Geoffrey",A-10590
"Nunes, Alex",A-13042
"Nunes, Ana",A-11928
"Nunes, Filipe",A-2872
"Nunes, Maria das Graccedilas Volpe",A-220
"Nunes, Tiago",A-3304
"Nunn, Steve",A-7651
"Nunzio, Giorgio Di",A-2377
"Nuo, Minghua",A-1176
"Nuseibeh, Bashar",A-6299
"Nussbaum, Nir",A-8349
"Nuttee, Cholwich",A-2976
"Nutter, J Terry",A-1405
Nuzumlal Muhammed Yavuz,A-18922
"NuzumlalAA, Muhammed Yavuz",A-8983
"Nwesri, Abdusalam F A",A-5623
Nyberg Eric,A-18870
"Nyberg, Eric H",A-4170
"Nygaard, Anders",A-13599
"Nygaard, Lars",A-17743
"Nygaard, Valerie",A-10081
"Nytroslash, Oslashystein",A-10092
"Nzeungang Fanseu, Alvine",A-15034
"O Donnaile, Caoimhin",A-13357
"O Seaghdha, Diarmuid",A-17689
"OBrien, Ann",A-7034
"OBrien, Ron",A-13998
"OBrienStrain, Eamonn",A-8258
"OConnell, Theresa A",A-3435
"OConnor, Brendan",A-13413
"OConnor, M Catherine",A-18220
"ODonnell, Matthew",A-8706
"ODonnell, Michael",A-3206
"ODonnell, Mick",A-13248
"ODonnell, Tim",A-4307
"ODonoghue, Tim F",A-4657
"ODonovan, Ruth",A-18752
"OGorman, Tim",A-4589
"OHalloran, Kay",A-14635
"OHara, Thomas P",A-13472
"OKeefe, Tim",A-9776
"OKeefe, Timothy",A-14231
"OLeary, Dianne P",A-8880
"ONeill, Ian M",A-7927
"OReilly, Tenaha",A-9457
"OShaughnessy, Douglas D",A-13102
"OSullivan, Donie",A-12432
ODonnell Timothy J,A-18852
"OKOYE, IFEYINWA",A-9513
Oacute,A-18804
"Oakes, Michael",A-5264
"Oakley, Sam",A-5787
"Oard, Douglas W",A-14888
"Oates, Sarah Louise",A-17481
"Oates, Tim",A-16309
"Obaid, Ali M",A-17007
