0,1,2
1748,Which papers have the keyword ID as K-7148?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-7148;
373,What are the Fields associated with paperID P10-1129?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P10-1129'
1163,"How many author have name which begins with Li, Xiao ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Li, Xiao%';"
1119,"List the Authors whose name begin with Huang, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Huang,';"
1374,How many number of papers have been published with the ID that starts with N?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'N%' ;
1736,Which papers have the keyword ID as K-3322?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-3322;
228,List all the authors for W11-0907,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W11-0907' 
1725,Which papers have the keyword ID as K-4870?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-4870;
1028,Name the author whose ID is A-5532,SELECT Name FROM AuthID_Name WHERE AuthID='A-5532';
1131,"What are the IDs of the Authors whose name begin with Utsumi,  ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Utsumi, %';"
865,Count all authids with AF-1296,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1296'
66,What are the papers written by A-10250?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-10250'
398,What are the Fields associated with paperID H92-1021?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'H92-1021'
584,What is Paper ID of the paper with title INAOE_UPV-CORE: Extracting Word Associations from Document Corpora to estimate Semantic Textual Similarity?,SELECT PaperID FROM PaperID_Title WHERE Title = 'INAOE_UPV-CORE: Extracting Word Associations from Document Corpora to estimate Semantic Textual Similarity'
24,List all the papers which are written by author of authorID A-6676.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-6676'
212,How many authors contributed to paper J96-3005,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'J96-3005' 
1309,What is the Conference ID of the conference in which paper of the id W07-2096 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='W07-2096';
991,What is the Name of the Author with ID A-16709 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-16709';
541,What is title of the paper with PaperID W99-0411?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W99-0411'
1045,Name the author whose ID is A-4928,SELECT Name FROM AuthID_Name WHERE AuthID='A-4928';
858,List all authids with AF-494,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-494'
86,What are the papers written by A-13045?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-13045'
1573,What is the venue for the conference with the ID C-581?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-581;
273,What is the number of Authors of W97-0400,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W97-0400' 
1102,"List the Authors whose name begin with Wu, Ch ?","SELECT AuthID FROM AuthID_Name WHERE Name='Wu, Ch';"
1749,Which papers have the keyword ID as K-1802?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-1802;
830,List all authids with AF-354,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-354'
1575,What is the venue for the conference with the ID C-10?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-10;
635,List all the Paper IDs of the paper with title starting with Discovering Implicit Discourse Relations Through Brown Cluster?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Discovering Implicit Discourse Relations Through Brown Cluster%'
1167,How many author have name which begins with Kosaka ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Kosaka%';
1633,How many conferences held before 1986?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year<1986;
1405,How many number of conference have been conducted in the field F-9?,SELECT COUNT(*) FROM ConfID_FieldID WHERE FieldID='F-9' ;
510,Print summary of paper C94-2117,SELECT Summary from PaperID_Summary WHERE PaperID = 'C94-2117' 
274,What is the number of Authors of E83-1006,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'E83-1006' 
964,What is the Name of the Author with ID A-8564 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-8564';
1123,"List the Authors whose name begin with Ruvini, JeanD ?","SELECT AuthID FROM AuthID_Name WHERE Name='Ruvini, JeanD';"
367,What are the Fields associated with paperID C88-1081?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C88-1081'
1372,How many number of papers have been published with the ID that starts with P1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P1%' ;
627,List all the Paper IDs of the paper with title starting with Knowled?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Knowled%'
2,List all the papers which are written by author of authorID A-5532.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-5532'
6,List all the papers which are written by author of authorID A-9862.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-9862'
315,Count all the papers associated with FieldID F-10.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-10' 
1151,What are the IDs of the Authors whose name begin with De Mori ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'De Mori%';
832,List all authids with AF-454,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-454'
670,List all the affliates located in Aberdeenshire UK,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Aberdeenshire UK%'
369,What are the Fields associated with paperID W00-0105?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W00-0105'
1731,Which papers have the keyword ID as K-2025?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-2025;
216,How many authors contributed to paper N15-3012,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'N15-3012' 
860,Count all authids with AF-349,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-349'
27,List all the papers which are written by author of authorID A-1309.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-1309'
1219,How many author have name which contains with Leib ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Leib%';
530,What is title of the paper with PaperID C14-1042?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C14-1042'
1598,What is the venue for the conference with the ID C-613?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-613;
1703,Which conference was held at Workshop On The Balancing Act: Combining Symbolic And Statistical Approaches To Language and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On The Balancing Act: Combining Symbolic And Statistical Approaches To Language AND Year=Year;
643,List all the Paper IDs of the paper with title starting with Finding M?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Finding M%'
952,Give number of authorids in field with F-3,SELECT Count(AuthID) FROM AuthID_FieldID WHERE FieldID == 'F-3'
727,List all the affliates that contain Biology,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Biology%'"
696,How many affliates are located in Twente The Netherlands,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Twente The Netherlands%
1333,List the paper ID of the all the paper which in the conference with ID C-395,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-395
629,List all the Paper IDs of the paper with title starting with Aligning Sentences I?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Aligning Sentences I%'
7,List all the papers which are written by author of authorID A-14500.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-14500'
257,What is the number of Authors of D10-1058,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'D10-1058' 
822,Where is affiliate Vsesojuznyj Centr Perevodov loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Vsesojuznyj Centr Perevodov
25,List all the papers which are written by author of authorID A-8117.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-8117'
341,List all the Field IDs associated with paperID W96-0302.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W96-0302'
577,What is Paper ID of the paper with title Robust Knowledge Discovery From Parallel Speech And Text Sources?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Robust Knowledge Discovery From Parallel Speech And Text Sources'
47,What are the papers written by A-15015?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-15015'
107,How many papers are written by A-2364?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-2364'
354,List all the Field IDs associated with paperID W14-2302.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W14-2302'
55,What are the papers written by A-12728?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-12728'
1274,How many number of papers have been published in the conference C-128?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-128' ;
214,How many authors contributed to paper P13-2142,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P13-2142' 
121,How many papers are written by A-13430?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-13430'
1076,"What is the ID of the Author whose name is Martiacute, M Antogravenia ?","SELECT AuthID FROM AuthID_Name WHERE Name='Martiacute, M Antogravenia';"
925,Give the affiliationid of A-11100  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-11100'"
812,Where is affiliate Butler Hill Group loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Butler Hill Group
73,What are the papers written by A-18714?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-18714'
831,List all authids with AF-1351,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1351'
1508,How many total conferences have been held at Workshop on Computational Approaches to Code Switching?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Computational Approaches to Code Switching;
989,What is the Name of the Author with ID A-3422 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-3422';
906,Give the affiliationid of A-12694  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-12694'"
45,List all the papers which are written by author of authorID A-7353.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-7353'
1547,How many total conferences have been held at Workshop On Word Senses And Multi-Linguality?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Word Senses And Multi-Linguality;
528,What is title of the paper with PaperID D14-1209?,SELECT Title FROM PaperID_Title WHERE PaperID = 'D14-1209'
233,List all the authors for S13-2060,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'S13-2060' 
1001,What is the Name of the Author with ID A-3389 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-3389';
1246,How many number of papers have been published in the conference C-218?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-218' ;
1283,What is the Conference ID of the conference in which paper of the id D11-1138 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='D11-1138';
1008,Name the author whose ID is A-10155,SELECT Name FROM AuthID_Name WHERE AuthID='A-10155';
538,What is title of the paper with PaperID W03-0314?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W03-0314'
1096,"List the Authors whose name begin with Cooper,  ?","SELECT AuthID FROM AuthID_Name WHERE Name='Cooper, ';"
1284,What is the Conference ID of the conference in which paper of the id I05-1043 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='I05-1043';
608,List all the Paper IDs of the paper with title starting with Sentence Proce?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Sentence Proce%'
470,what is the summary of paper with paperID P11-1104 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P11-1104' 
1033,Name the author whose ID is A-1379,SELECT Name FROM AuthID_Name WHERE AuthID='A-1379';
807,Where is affiliate University of Chicago loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'University of Chicago
1445,What is the Field ID in which the conference with ID C-64 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-64' ;
984,What is the Name of the Author with ID A-7507 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-7507';
1113,List the Authors whose name begin with Chang ?,SELECT AuthID FROM AuthID_Name WHERE Name='Chang';
60,What are the papers written by A-10297?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-10297'
1344,List the paper ID of the all the paper which in the conference with ID C-46,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-46
93,How many papers are written by A-4793?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-4793'
671,List all the affliates located in Tirupati India,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Tirupati India%'
886,Count all authids with AF-956,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-956'
1441,What is the Field ID in which the conference with ID C-556 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-556' ;
195,How many authors contributed to paper W14-6205,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W14-6205' 
281,What is the number of Authors of C80-1074,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C80-1074' 
701,How many affliates are located in NorTel Networks,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%NorTel Networks%
364,What are the Fields associated with paperID P83-1025?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P83-1025'
524,What is title of the paper with PaperID P07-2025?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P07-2025'
1030,Name the author whose ID is A-7430,SELECT Name FROM AuthID_Name WHERE AuthID='A-7430';
1522,How many total conferences have been held at CLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=CLP;
866,Count all authids with AF-1619,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1619'
183,How many authors contributed to paper N13-1108,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'N13-1108' 
1161,"What are the IDs of the Authors whose name begin with Stoianov, ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Stoianov,%';"
1289,What is the Conference ID of the conference in which paper of the id C10-2001 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='C10-2001';
111,How many papers are written by A-16586?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-16586'
1050,Name the author whose ID is A-12113,SELECT Name FROM AuthID_Name WHERE AuthID='A-12113';
42,List all the papers which are written by author of authorID A-9541.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-9541'
765,Count all the affliates that contain Food,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Food%'
126,How many papers are written by A-8233?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-8233'
205,How many authors contributed to paper C86-1053,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C86-1053' 
1614,How many conferences held before 2015?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year<2015;
52,What are the papers written by A-5832?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-5832'
1270,How many number of papers have been published in the conference C-414?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-414' ;
550,What is title of the paper with PaperID P04-1014?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P04-1014'
69,What are the papers written by A-5620?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-5620'
1198,"How many author have name which begins with Zhuang, Zimi ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Zhuang, Zimi%';"
512,Print summary of paper W03-1122,SELECT Summary from PaperID_Summary WHERE PaperID = 'W03-1122' 
1654,How many conferences held after 2006?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>2006;
334,List all the Field IDs associated with paperID A00-2040.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'A00-2040'
1635,How many conferences held before 1984?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year<1984;
184,How many authors contributed to paper W14-0906,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W14-0906' 
138,List all the authors who contributed to paper W04-1010,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W04-1010' 
815,Where is affiliate University of London loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'University of London
133,How many papers are written by A-4450?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-4450'
81,What are the papers written by A-3285?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-3285'
1369,How many number of papers have been published with the ID that starts with W1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W1%' ;
106,How many papers are written by A-9197?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-9197'
1313,What is the Conference ID of the conference in which paper of the id N15-1114 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='N15-1114';
546,What is title of the paper with PaperID D09-1147?,SELECT Title FROM PaperID_Title WHERE PaperID = 'D09-1147'
1221,How many author have name which contains with Blake ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Blake%';
485,Print summary of paper D07-1035,SELECT Summary from PaperID_Summary WHERE PaperID = 'D07-1035' 
166,List all the authors who contributed to paper P86-1036,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P86-1036' 
249,List all the authors for W06-1649,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W06-1649' 
311,Count all the papers associated with FieldID F-6.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-6' 
451,what is the summary of paper with paperID P13-1089 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P13-1089' 
941,Give list of authorids in field with F-0,SELECT AuthID FROM AuthID_FieldID WHERE FieldID == 'F-0'
877,Count all authids with AF-1293,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1293'
339,List all the Field IDs associated with paperID W10-1110.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W10-1110'
1417,List all the Field ID with more than 29 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>29;"
868,Count all authids with AF-1374,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1374'
98,How many papers are written by A-10557?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-10557'
963,What is the Name of the Author with ID A-15191 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-15191';
1732,Which papers have the keyword ID as K-2406?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-2406;
753,Count all the affliates that contain Chonnam,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Chonnam%'
1077,"What is the ID of the Author whose name is Quint, Julien ?","SELECT AuthID FROM AuthID_Name WHERE Name='Quint, Julien';"
1354,List the paper ID of the all the paper which in the conference with ID C-508,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-508
426,Count the numberFields associated with paperID I08-1036,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'I08-1036'
103,How many papers are written by A-1687?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-1687'
439,List all the summaries of all the papers ,SELECT Summary from PaperID_Summary 
75,What are the papers written by A-17170?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-17170'
1562,How many total conferences are held in the year 2011?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2011;
928,Give the affiliationid of A-9953  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-9953'"
1023,Name the author whose ID is A-11431,SELECT Name FROM AuthID_Name WHERE AuthID='A-11431';
229,List all the authors for D13-1022,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'D13-1022' 
1585,What is the venue for the conference with the ID C-58?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-58;
937,Give the affiliationid of A-11171  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-11171'"
305,What are the papers associated with FieldID F-14 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-14' 
1538,How many total conferences have been held at Workshop on Analysis of Large Scale Social Interaction in MOOCs?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Analysis of Large Scale Social Interaction in MOOCs;
1428,What is the Field ID in which the conference with ID C-113 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-113' ;
1380,How many number of papers have been published with the ID that starts with P13?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P13%' ;
843,List all authids with AF-209,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-209'
781,What is the name of affiliate with AF-295 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-295'"
748,Count all the affliates that contain Agency,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Agency%'
393,What are the Fields associated with paperID P10-1095?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P10-1095'
236,List all the authors for W13-4016,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W13-4016' 
1408,How many number of conference have been conducted in the field F-3?,SELECT COUNT(*) FROM ConfID_FieldID WHERE FieldID='F-3' ;
268,What is the number of Authors of H91-1069,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'H91-1069' 
308,What are the papers associated with FieldID F-13 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-13' 
1134,What are the IDs of the Authors whose name begin with Tr ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Tr%';
1458,What is the Field ID in which the conference with ID C-340 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-340' ;
118,How many papers are written by A-12180?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-12180'
1368,How many number of papers have been published with the ID that starts with I0?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'I0%' ;
678,List all the affliates located in Skopje Yugoslavia,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Skopje Yugoslavia%'
250,List all the authors for D08-1112,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'D08-1112' 
1232,How many author have name which contains with Audhk ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Audhk%';
1216,"How many author have name which contains with Mini, ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Mini,%';"
72,What are the papers written by A-10073?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-10073'
95,How many papers are written by A-14374?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-14374'
1347,List the paper ID of the all the paper which in the conference with ID C-569,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-569
33,List all the papers which are written by author of authorID A-16368.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-16368'
818,Where is affiliate Daimler AG loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Daimler AG
1381,How many number of papers have been published with the ID that starts with H9?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'H9%' ;
1531,How many total conferences have been held at Proceedings of SRSL 2009 the 2nd Workshop on Semantic Representation of Spoken Language?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of SRSL 2009 the 2nd Workshop on Semantic Representation of Spoken Language;
453,what is the summary of paper with paperID P96-1049 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P96-1049' 
450,what is the summary of paper with paperID W10-1914 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W10-1914' 
790,What is the name of affiliate with AF-1768 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1768'"
725,List all the affliates that contain Research,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Research%'"
1084,"What is the ID of the Author whose name is EstAAve, Yannick ?","SELECT AuthID FROM AuthID_Name WHERE Name='EstAAve, Yannick';"
1292,What is the Conference ID of the conference in which paper of the id C14-1077 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='C14-1077';
0,List all the papers,SELECT PaperID FROM PaperID_AuthID
1394,How many number of papers have been published with the ID that starts with N1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'N1%' ;
1169,How many author have name which begins with Michel ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Michel%';
78,What are the papers written by A-17199?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-17199'
85,What are the papers written by A-14387?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-14387'
145,List all the authors who contributed to paper W01-1408,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W01-1408' 
83,What are the papers written by A-8517?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-8517'
462,what is the summary of paper with paperID W09-0903 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W09-0903' 
1103,"List the Authors whose name begin with Jin, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Jin,';"
681,List all the affliates located in Nagoya Japan,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Nagoya Japan%'
1687,Which conference was held at TINLP and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=TINLP AND Year=Year;
1214,"How many author have name which contains with Lertnattee, Ver ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Lertnattee, Ver%';"
441,what is the summary of paper with paperID P09-1050 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P09-1050' 
789,What is the name of affiliate with AF-783 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-783'"
888,Count all authids with AF-1950,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1950'
649,List all the Paper IDs of the paper with title starting with Multi-word Term Extr?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Multi-word Term Extr%'
881,Count all authids with AF-1178,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1178'
1172,"How many author have name which begins with Young,  ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Young, %';"
999,What is the Name of the Author with ID A-17717 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-17717';
1098,List the Authors whose name begin with Gran ?,SELECT AuthID FROM AuthID_Name WHERE Name='Gran';
1346,List the paper ID of the all the paper which in the conference with ID C-410,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-410
1592,What is the venue for the conference with the ID C-226?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-226;
409,Count the numberFields associated with paperID H89-2035,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'H89-2035'
1512,How many total conferences have been held at Proceedings of the 7th Workshop on Asian Language Resources (ALR7)?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the 7th Workshop on Asian Language Resources (ALR7);
1624,How many conferences held before 2004?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year<2004;
1432,What is the Field ID in which the conference with ID C-297 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-297' ;
