KeywordID,PaperID
K-2926,W08-1105
K-2927,W04-3231
K-2928,I05-5007
K-2928,W08-1601
K-2929,A97-1046
K-2929,C00-1033
K-2929,C02-1133
K-2929,C02-1137
K-2929,C02-2008
K-2929,C04-1166
K-2929,C08-1062
K-2929,C08-1122
K-2929,C10-1067
K-2929,C10-2106
K-2929,C14-1072
K-2929,C14-1087
K-2929,C14-1139
K-2929,C14-1140
K-2929,C69-0401
K-2929,C86-1090
K-2929,C94-2108
K-2929,C94-2172
K-2929,C96-1087
K-2929,D07-1047
K-2929,D08-1029
K-2929,D08-1079
K-2929,D09-1027
K-2929,D09-1091
K-2929,D09-1139
K-2929,D10-1050
K-2929,D10-1111
K-2929,D11-1070
K-2929,D13-1069
K-2929,D13-1142
K-2929,D14-1002
K-2929,D14-1039
K-2929,D14-1065
K-2929,D16-1076
K-2929,E06-2017
K-2929,E12-1021
K-2929,H01-1011
K-2929,H05-1032
K-2929,H92-1020
K-2929,H93-1077
K-2929,H93-1104
K-2929,H94-1072
K-2929,H94-1084
K-2929,I05-1056
K-2929,I05-2030
K-2929,I05-3009
K-2929,I08-1017
K-2929,I08-1056
K-2929,I08-2081
K-2929,I08-2121
K-2929,I08-5015
K-2929,J02-4005
K-2929,J02-4006
K-2929,J05-4004
K-2929,J10-1002
K-2929,M92-1030
K-2929,M93-1013
K-2929,N03-4006
K-2929,N04-4005
K-2929,N04-4031
K-2929,N06-1052
K-2929,N06-1061
K-2929,N06-3005
K-2929,N06-3007
K-2929,N07-2008
K-2929,N07-2029
K-2929,N09-1041
K-2929,N09-1042
K-2929,N09-1070
K-2929,N09-2030
K-2929,N13-3002
K-2929,N15-2017
K-2929,P00-1038
K-2929,P00-1041
K-2929,P01-1049
K-2929,P02-1057
K-2929,P02-1060
K-2929,P03-2007
K-2929,P04-1034
K-2929,P04-1035
K-2929,P04-3034
K-2929,P06-1076
K-2929,P06-2020
K-2929,P06-2058
K-2929,P07-1070
K-2929,P07-2020
K-2929,P08-1014
K-2929,P08-2067
K-2929,P09-1047
K-2929,P10-1094
K-2929,P10-2055
K-2929,P10-2062
K-2929,P11-1010
K-2929,P11-1136
K-2929,P11-1151
K-2929,P11-2118
K-2929,P11-3006
K-2929,P11-3008
K-2929,P12-1011
K-2929,P14-1119
K-2929,P14-2081
K-2929,P15-1051
K-2929,P15-1098
K-2929,P16-1063
K-2929,P16-3017
K-2929,Q14-1003
K-2929,S10-1032
K-2929,S10-1036
K-2929,W00-0404
K-2929,W00-0405
K-2929,W00-1404
K-2929,W01-0803
K-2929,W01-0813
K-2929,W02-0405
K-2929,W03-0506
K-2929,W03-1102
K-2929,W03-1104
K-2929,W03-1117
K-2929,W03-2805
K-2929,W04-0608
K-2929,W04-1005
K-2929,W04-2013
K-2929,W04-3106
K-2929,W04-3225
K-2929,W05-0607
K-2929,W06-1658
K-2929,W06-2604
K-2929,W06-2915
K-2929,W06-3810
K-2929,W08-1404
K-2929,W08-2106
K-2929,W09-1126
K-2929,W10-1313
K-2929,W10-3901
K-2929,W11-0316
K-2929,W11-0507
K-2929,W11-2125
K-2929,W12-3211
K-2929,W13-3212
K-2929,W14-0304
K-2929,W14-2614
K-2929,W93-0303
K-2929,W95-0110
K-2929,W98-0610
K-2929,X96-1005
K-2929,X96-1011
K-2929,X96-1040
K-2929,X98-1017
K-2929,X98-1021
K-2929,X98-1024
K-2929,X98-1027
K-2930,W04-3104
K-2931,C10-1113
K-2931,C88-1036
K-2931,S13-1040
K-2931,W13-0904
K-2931,W14-2305
K-2932,C14-1027
K-2932,D14-1008
K-2932,D16-1035
K-2932,D16-1246
K-2932,N09-1064
K-2932,P09-1075
K-2932,P12-1007
K-2932,P14-1002
K-2932,P14-1003
K-2932,P14-1048
K-2932,P15-2015
K-2932,P15-3003
K-2932,W04-0211
K-2932,W04-0215
K-2932,W06-2605
K-2932,W09-3813
K-2932,W12-1623
K-2933,W12-6206
K-2933,W91-0205
K-2933,W98-1424
K-2934,C90-1016
K-2934,D13-1135
K-2934,N15-1052
K-2934,S10-1059
K-2934,W99-0509
K-2935,N07-1014
K-2935,N13-1134
K-2935,P13-2083
K-2935,W11-1304
K-2936,C96-1020
K-2936,D08-1044
K-2936,H05-1105
K-2936,J79-1036a
K-2936,J79-1036b
K-2936,J79-1036c
K-2936,J79-1036d
K-2936,J79-1036e
K-2936,J79-1036f
K-2936,N01-1006
K-2936,N09-2064
K-2936,P96-1034
K-2936,P97-1057
K-2936,P99-1009
K-2936,W02-1004
K-2936,W02-1029
K-2936,W02-2008
K-2936,W04-2422
K-2936,W05-1518
K-2936,W08-0207
K-2936,W14-4601
K-2936,W94-0111
K-2936,W95-0107
K-2936,W99-0705
K-2937,C04-1126
K-2937,D11-1117
K-2937,N13-1059
K-2937,W09-2011
K-2938,C92-4178
K-2938,J01-2003
K-2939,W11-1903
K-2940,W02-1210
K-2940,W06-1302
K-2941,A94-1007
K-2941,C08-1054
K-2941,C88-1061
K-2941,D07-1032
K-2941,E09-2007
K-2941,H93-1096
K-2941,P09-1109
K-2941,P09-2002
K-2941,P92-1003
K-2941,P96-1017
K-2941,S12-1013
K-2941,W08-0304
K-2942,C04-1009
K-2942,C04-1028
K-2942,C04-1041
K-2942,C04-1180
K-2942,C08-1008
K-2942,C10-1122
K-2942,C10-2168
K-2942,C92-1040
K-2942,C96-2103
K-2942,D07-1071
K-2942,D08-1050
K-2942,D09-1043
K-2942,D09-1126
K-2942,D11-1140
K-2942,D14-1107
K-2942,D14-1134
K-2942,D14-1135
K-2942,D16-1181
K-2942,D16-1242
K-2942,E06-1001
K-2942,E09-1053
K-2942,E09-3002
K-2942,E14-4031
K-2942,H91-1035
K-2942,J07-4004
K-2942,N06-1019
K-2942,N15-1006
K-2942,P02-1042
K-2942,P02-1043
K-2942,P03-1046
K-2942,P04-1014
K-2942,P05-2013
K-2942,P06-1064
K-2942,P06-1088
K-2942,P07-1032
K-2942,P07-3002
K-2942,P08-1022
K-2942,P08-1038
K-2942,P09-2014
K-2942,P10-1035
K-2942,P10-1036
K-2942,P10-1055
K-2942,P11-1048
K-2942,P11-1069
K-2942,P11-1158
K-2942,P12-1052
K-2942,P12-2021
K-2942,P13-2107
K-2942,P14-1021
K-2942,P15-1149
K-2942,P90-1001
K-2942,P94-1018
K-2942,P95-1029
K-2942,S10-1069
K-2942,S14-2084
K-2942,W03-1008
K-2942,W03-1013
K-2942,W04-3215
K-2942,W06-1637
K-2942,W07-1202
K-2942,W07-2206
K-2942,W08-2222
K-2942,W12-1912
K-2942,W14-1406
K-2942,W14-1615
K-2942,W14-2403
K-2943,P05-3023
K-2943,W04-1708
K-2943,W05-0210
K-2943,W07-0727
K-2943,W10-4358
K-2944,C69-3601
K-2944,H05-1034
K-2945,C96-2133
K-2945,P01-1011
K-2945,P02-1010
K-2945,P03-1015
K-2945,P05-3003
K-2945,P06-1052
K-2945,P08-1026
K-2945,P08-2062
K-2945,P97-1053
K-2945,P98-1072
K-2945,W04-1902
K-2945,W04-2601
K-2945,W06-3904
K-2946,C02-1013
K-2946,P06-4020
K-2946,P94-1040
K-2947,D13-1094
K-2947,P05-1019
K-2947,P98-2163
K-2947,W00-1006
K-2947,W08-2218
K-2947,W93-0230
K-2947,W98-0305
K-2947,W98-0309
K-2947,W98-0312
K-2947,W98-1414
K-2948,N15-1146
K-2948,W98-0718
K-2949,D10-1058
K-2949,D13-1164
K-2949,D16-1051
K-2949,E14-4035
K-2949,H05-1023
K-2949,P04-1066
K-2949,P11-2081
K-2949,P14-2025
K-2949,W03-0305
K-2949,W05-0812
K-2949,W05-0814
K-2950,C00-2131
K-2950,C02-1016
K-2950,C88-1013
K-2950,C96-1006
K-2950,H05-1123
K-2950,H94-1109
K-2950,J94-3005
K-2950,P07-3011
K-2950,P08-1069
K-2950,P96-1016
K-2950,P96-1018
K-2950,W03-0314
K-2950,W06-1703
K-2950,W08-1909
K-2950,W09-3203
K-2950,W10-2206
K-2950,W96-0107
K-2951,P09-3008
K-2952,A83-1031
K-2952,P11-1018
K-2952,P14-1143
K-2953,A83-1018
K-2953,A83-1020
K-2953,A83-1026
K-2953,C02-2012
K-2953,C04-1056
K-2953,D16-1175
K-2953,P81-1011
K-2953,P81-1019
K-2953,S14-2111
K-2953,W01-0501
K-2953,W04-3232
K-2953,W09-0211
K-2953,W97-0708
K-2953,W99-0209
K-2954,A00-1046
K-2954,C10-1144
K-2954,C92-1033
K-2954,H90-1015
K-2954,H90-1095
K-2954,H91-1104
K-2954,J14-3004
K-2954,P10-1036
K-2954,P11-1027
K-2954,P12-2006
K-2954,P15-1015
K-2954,W04-2003
K-2954,W09-3831
K-2954,W13-2304
K-2954,W99-0303
K-2955,I08-3010
K-2955,S12-1103
K-2955,W07-1311
K-2955,W11-0903
K-2955,W14-3611
K-2956,W06-2716
K-2957,C00-2119
K-2957,C08-2031
K-2957,E99-1052
K-2957,H05-1081
K-2957,M91-1023
K-2957,M91-1030
K-2957,M95-1012
K-2957,P84-1011
K-2957,W05-0635
K-2958,C14-1074
K-2958,C88-2156
K-2958,I08-3005
K-2958,W08-0216
K-2959,H91-1024
K-2960,C02-2026
K-2960,H01-1004
K-2960,P07-1048
K-2960,W07-0303
K-2961,C73-1022
K-2961,D07-1050
K-2961,W10-1409
K-2962,C02-1034
K-2962,C80-1053
K-2962,C88-2123
K-2962,E95-1013
K-2962,H89-1048
K-2962,P88-1004
K-2962,P89-1020
K-2962,P93-1040
K-2962,P95-1010
K-2962,P96-1001
K-2962,P99-1007
K-2962,W09-1308
K-2962,W10-4125
K-2962,W11-0207
K-2962,W11-0815
K-2963,W08-0204
K-2964,C88-1029
K-2964,C88-1049
K-2964,H94-1003
K-2964,J07-4001
K-2964,P84-1058
K-2964,W04-1911
K-2964,W04-2110
K-2964,W11-0811
K-2964,W98-0601
K-2965,C04-1197
K-2965,D09-1047
K-2965,D10-1072
K-2965,D14-1036
K-2965,D14-1041
K-2965,D16-1017
K-2965,D16-1098
K-2965,D16-1151
K-2965,E09-1026
K-2965,E12-1070
K-2965,H05-1084
K-2965,H05-1111
K-2965,J02-3001
K-2965,J08-2004
K-2965,J08-2005
K-2965,J14-3006
K-2965,N04-1038
K-2965,N10-1108
K-2965,N15-1001
K-2965,P07-1025
K-2965,P08-1063
K-2965,P10-2054
K-2965,P11-1112
K-2965,P12-2029
K-2965,P13-1117
K-2965,P14-1111
K-2965,P16-1113
K-2965,P16-2020
K-2965,P16-4001
K-2965,P98-2125
K-2965,S12-1072
K-2965,W04-0817
K-2965,W04-0845
K-2965,W04-0857
K-2965,W04-2412
K-2965,W04-2414
K-2965,W04-2419
K-2965,W04-2420
K-2965,W04-3213
K-2965,W04-3214
K-2965,W05-0626
K-2965,W05-0634
K-2965,W06-0609
K-2965,W06-2908
K-2965,W07-1518
K-2965,W07-2026
K-2965,W07-2062
K-2965,W08-2133
K-2965,W10-1916
K-2965,W10-2802
K-2965,W11-0209
K-2965,W12-3404
K-2965,W14-1107
K-2965,W14-2515
K-2965,W14-4005
K-2965,W93-0209
K-2966,C80-1019
K-2966,C82-1056
K-2966,P06-3011
K-2966,T78-1012
K-2967,C82-1056
K-2967,C94-2124
K-2967,H89-2063
K-2967,H90-1083
K-2967,H91-1029
K-2967,N03-2023
K-2967,N15-1032
K-2967,P12-3009
K-2967,T87-1028
K-2967,W10-4323
K-2967,W97-1503
K-2968,D13-1059
K-2968,P87-1016
K-2968,W07-2219
K-2969,C00-2160
K-2969,C69-2501
K-2969,D16-1009
K-2969,H92-1088
K-2969,J98-3005
K-2969,P01-1011
K-2969,P09-1060
K-2969,P11-2043
K-2969,W00-0605
K-2969,W09-2102
K-2969,W10-2005
K-2969,W12-2901
K-2969,W14-2002
K-2970,E14-4037
K-2971,C10-2164
K-2971,D13-1175
K-2971,P09-2033
K-2971,W06-1009
K-2972,P10-2056
K-2973,I08-1028
K-2973,J14-3009
K-2973,N06-2019
K-2973,P14-1005
K-2973,P95-1042
K-2973,W10-3307
K-2974,N15-1067
K-2975,A97-1001
K-2975,C88-1005
K-2975,E12-2020
K-2976,C92-3167
K-2976,P83-1025
K-2976,P96-1037
K-2976,W00-1433
K-2976,W11-2010
K-2976,W14-4411
K-2976,W98-1406
K-2977,A97-1008
K-2977,C82-1023
K-2977,C88-1039
K-2977,C92-1043
K-2977,C94-2164
K-2977,C96-1052
K-2977,E06-1023
K-2977,E09-1081
K-2977,H89-2007
K-2977,H91-1017
K-2977,H92-1117
K-2977,H93-1033
K-2977,H93-1106
K-2977,H94-1114
K-2977,J81-1001
K-2977,J89-2001
K-2977,J97-1005
K-2977,N10-2009
K-2977,P09-1062
K-2977,P11-2017
K-2977,P11-2102
K-2977,P12-1035
K-2977,P13-1129
K-2977,P13-2040
K-2977,P15-1129
K-2977,P81-1018
K-2977,P86-1033
K-2977,P93-1020
K-2977,P98-1060
K-2977,P99-1026
K-2977,T75-2013
K-2977,W02-0214
K-2977,W03-2122
K-2977,W04-3005
K-2977,W06-1643
K-2977,W06-2708
K-2977,W08-0108
K-2977,W09-1004
K-2977,W09-3911
K-2977,W09-3937
K-2977,W09-3946
K-2977,W10-1302
K-2977,W10-2607
K-2977,W10-4325
K-2977,W10-4329
K-2977,W10-4345
K-2977,W11-0125
K-2977,W11-0312
K-2977,W11-2039
K-2977,W13-2611
K-2977,W13-4005
K-2977,W13-4051
K-2977,W14-2006
K-2977,W14-4333
K-2978,D16-1105
K-2978,P11-1110
K-2978,P11-1151
K-2978,P13-1053
K-2978,P13-2045
K-2978,P14-1036
K-2978,P88-1003
K-2978,P91-1001
K-2979,P01-1040
K-2979,P10-1083
K-2979,W03-1903
K-2979,W07-1528
K-2980,W11-0313
K-2981,C88-1054
K-2981,D07-1084
K-2981,D10-1095
K-2981,D13-1157
K-2981,H90-1100
K-2981,H94-1032
K-2981,H94-1085
K-2981,J85-2003
K-2981,N03-1018
K-2981,N07-1064
K-2981,N13-1087
K-2981,P01-1020
K-2981,P02-1048
K-2981,P04-1040
K-2981,P05-2011
K-2981,P08-3004
K-2981,W00-1440
K-2981,W03-0413
K-2981,W03-2805
K-2981,W05-1103
K-2981,W05-1624
K-2981,W06-3206
K-2981,W08-1111
K-2981,W08-1113
K-2981,W09-3536
K-2981,W10-1746
K-2981,W11-0314
K-2981,W12-1641
K-2981,W12-3117
K-2981,W12-3143
K-2981,W12-4205
K-2981,W14-0303
K-2982,C08-1037
K-2982,C10-2108
K-2982,C69-6207
K-2982,C69-6210
K-2982,C73-1013
K-2982,C80-1073
K-2982,C82-2053
K-2982,D09-1133
K-2982,D16-1052
K-2982,N04-1004
K-2982,N06-2012
K-2982,N10-3011
K-2982,P03-1070
K-2982,P11-2108
K-2982,P14-2084
K-2982,P15-1100
K-2982,P84-1028
K-2982,P96-1004
K-2982,P97-1020
K-2982,T75-2019
K-2982,W04-2614
K-2982,W05-1608
K-2982,W06-2408
K-2982,W07-1510
K-2982,W09-0433
K-2982,W10-1612
K-2982,W12-1617
K-2982,W12-4211
K-2982,W13-4004
K-2982,W14-1005
K-2983,H93-1070
K-2983,M91-1017
K-2983,N06-3010
K-2983,W00-0407
K-2983,W06-2811
K-2983,W10-3506
K-2983,W98-0704
K-2983,X96-1009
K-2984,D12-1033
K-2984,H92-1100
K-2984,H93-1065
K-2984,H94-1091
K-2984,J11-4005
K-2984,P12-2044
K-2984,Q13-1006
K-2984,W06-2111
K-2984,W10-4358
K-2984,W11-0116
K-2984,W14-2210
K-2985,C14-1001
K-2985,H01-1051
K-2985,H94-1007
K-2985,N03-4015
K-2986,C04-1045
K-2986,D10-1053
K-2986,I05-2048
K-2986,J03-1002
K-2986,N13-1004
K-2986,N13-1117
K-2986,N15-1063
K-2986,P07-1001
K-2986,P08-1112
K-2986,W02-1012
K-2986,W08-0509
K-2986,W10-3813
K-2987,W99-0602
K-2988,D16-1025
K-2988,D16-1050
K-2988,D16-1096
K-2988,D16-1139
K-2988,D16-1160
K-2988,D16-1162
K-2988,D16-1163
K-2988,D16-1249
K-2988,P15-1002
K-2988,P16-1008
K-2988,P16-1009
K-2988,P16-1078
K-2988,P16-1162
K-2988,P16-1185
K-2988,P16-2049
K-2989,C14-1013
K-2989,D16-1122
K-2989,E06-2004
K-2989,E14-2007
K-2989,H01-1013
K-2989,H05-2009
K-2989,I08-1040
K-2989,N07-2046
K-2989,N09-1044
K-2989,P10-4010
K-2989,P82-1038
K-2989,W10-0202
K-2989,W14-2613
K-2990,S14-2024
K-2990,W11-2135
K-2991,C69-6203
K-2991,C90-2022
K-2991,C92-2080
K-2991,E93-1031
K-2991,N03-2013
K-2991,P98-2199
K-2991,P99-1039
K-2991,S12-1077
K-2991,S13-1009
K-2991,S14-2093
K-2991,W01-0804
K-2991,W06-3904
K-2991,W09-2305
K-2992,C88-1045
K-2992,C96-1017
K-2992,E87-1004
K-2992,N09-2019
K-2992,P98-2123
K-2992,W08-0708
K-2992,W10-2211
K-2993,C02-1157
K-2993,C04-1014
K-2993,C04-1167
K-2993,C10-2120
K-2993,C14-1169
K-2993,C96-1035
K-2993,D07-1049
K-2993,D08-1085
K-2993,D09-1078
K-2993,D10-1026
K-2993,D11-1119
K-2993,D13-1140
K-2993,D14-1069
K-2993,E12-3008
K-2993,E14-1003
K-2993,H92-1028
K-2993,H93-1048
K-2993,J12-3007
K-2993,N07-1063
K-2993,N09-1052
K-2993,N10-1103
K-2993,N13-1102
K-2993,N15-1183
K-2993,P00-1073
K-2993,P02-1024
K-2993,P04-1006
K-2993,P04-1030
K-2993,P04-1077
K-2993,P06-1067
K-2993,P06-1124
K-2993,P06-2040
K-2993,P08-1086
K-2993,P09-2087
K-2993,P09-2088
K-2993,P10-1089
K-2993,P11-1129
K-2993,P11-2005
K-2993,P12-1101
K-2993,P12-3029
K-2993,P13-1005
K-2993,P14-5020
K-2993,P94-1011
K-2993,P95-1031
K-2993,P98-1028
K-2993,P98-1119
K-2993,Q15-1013
K-2993,S12-1080
K-2993,W03-1710
K-2993,W03-1804
K-2993,W06-1646
K-2993,W09-3526
K-2993,W10-4158
K-2993,W12-2701
K-2993,W12-2704
K-2993,W12-2707
K-2993,W13-1731
K-2993,W13-2253
K-2993,W13-2604
K-2993,W14-0815
K-2993,W14-1709
K-2993,W95-0108
K-2993,W96-0113
K-2994,D08-1070
K-2994,P10-1066
K-2994,P12-1059
K-2995,E12-2011
K-2995,P03-2025
K-2995,P98-1042
K-2996,A92-1035
K-2996,C02-1162
K-2996,C02-2001
K-2996,C02-2013
K-2996,C04-1150
K-2996,C04-1164
K-2996,C04-1193
K-2996,C08-1034
K-2996,C08-2017
K-2996,C10-1109
K-2996,C10-2116
K-2996,C10-3012
K-2996,C14-1211
K-2996,C92-1047
K-2996,D11-1134
K-2996,D13-1161
K-2996,E06-1003
K-2996,E06-2010
K-2996,E09-3010
K-2996,H92-1052
K-2996,H93-1036
K-2996,H93-1115
K-2996,H94-1025
K-2996,H94-1121
K-2996,I05-2003
K-2996,I08-7003
K-2996,J02-2001
K-2996,J04-2002
K-2996,J13-3007
K-2996,J88-2003
K-2996,N03-2034
K-2996,N13-2006
K-2996,N15-1070
K-2996,P03-2002
K-2996,P05-1016
K-2996,P07-2037
K-2996,P07-2043
K-2996,P10-2024
K-2996,P13-2149
K-2996,P15-1069
K-2996,P15-1140
K-2996,W00-0738
K-2996,W01-1005
K-2996,W01-1006
K-2996,W01-1018
K-2996,W02-1111
K-2996,W02-1711
K-2996,W03-1118
K-2996,W03-1303
K-2996,W04-0606
K-2996,W04-0607
K-2996,W04-0905
K-2996,W04-1110
K-2996,W04-1806
K-2996,W06-0203
K-2996,W06-0504
K-2996,W06-2107
K-2996,W06-3304
K-2996,W07-0906
K-2996,W08-2225
K-2996,W08-2231
K-2996,W09-1125
K-2996,W09-3307
K-2996,W09-3728
K-2996,W09-3741
K-2996,W10-0908
K-2996,W10-3302
K-2996,W10-4009
K-2996,W10-4219
K-2996,W10-4222
K-2996,W11-0140
K-2996,W11-2406
K-2996,W12-0107
K-2996,W12-1006
K-2996,W12-2402
K-2996,W12-3904
K-2996,W12-4106
K-2996,W12-4210
K-2996,W13-2021
K-2996,W13-2102
K-2996,W13-2401
K-2996,W13-2511
K-2996,W14-0618
K-2996,W14-2402
K-2996,W14-4722
K-2996,W14-4808
K-2996,W14-6003
K-2996,W14-6201
K-2996,W94-0309
K-2996,W98-0713
K-2997,A00-1017
K-2997,C96-1050
K-2997,E99-1033
K-2997,P01-1015
K-2997,P05-1008
K-2997,P06-2090
K-2997,W09-2816
K-2997,W09-2817
K-2997,W12-2305
K-2997,W14-3411
K-2997,W99-0213
K-2998,A00-1031
K-2998,D13-1194
K-2998,H94-1105
K-2998,N07-2055
K-2998,P13-3013
K-2998,P89-1021
K-2998,W06-1106
K-2998,W09-1320
K-2998,W09-3705
K-2998,W12-2022
K-2999,N15-1046
K-3000,C14-1035
K-3000,E06-2018
K-3000,S10-1100
K-3000,S14-1007
K-3001,C02-1033
K-3001,C10-2091
K-3001,P07-1055
K-3001,P07-1061
K-3001,P98-1039
K-3001,W12-3411
K-3002,A92-1001
K-3002,H89-1041
K-3002,H89-2074
K-3002,H90-1031
K-3002,H90-1058
K-3002,H90-1097
K-3002,H92-1018
K-3002,H92-1117
K-3002,H93-1106
K-3002,H94-1011
K-3002,H94-1116
K-3002,I08-3009
K-3002,M92-1019
K-3002,P91-1021
K-3002,P92-1005
K-3002,W97-1502
K-3002,X96-1014
K-3002,X98-1008
K-3003,C08-1050
K-3003,C08-1105
K-3003,C10-1079
K-3003,C10-1153
K-3003,C10-2076
K-3003,C10-2083
K-3003,C10-2107
K-3003,C82-1016
K-3003,D07-1062
K-3003,D09-1003
K-3003,D09-1004
K-3003,D09-1133
K-3003,D09-1153
K-3003,D10-1030
K-3003,D13-1194
K-3003,D14-1041
K-3003,D14-1049
K-3003,D16-1212
K-3003,E06-2015
K-3003,E12-1003
K-3003,H05-1081
K-3003,H05-2004
K-3003,I08-2109
K-3003,I08-2132
K-3003,J08-2003
K-3003,J08-2006
K-3003,N06-1055
K-3003,N06-3009
K-3003,N06-5006
K-3003,N07-1070
K-3003,N09-1017
K-3003,N09-1018
K-3003,N10-1030
K-3003,N10-1058
K-3003,N10-1137
K-3003,N15-1121
K-3003,N15-2005
K-3003,P06-2057
K-3003,P07-1027
K-3003,P08-1040
K-3003,P08-1091
K-3003,P09-1003
K-3003,P09-1004
K-3003,P09-2019
K-3003,P09-2064
K-3003,P09-5003
K-3003,P10-1101
K-3003,P10-2019
K-3003,P10-2031
K-3003,P10-3014
K-3003,P10-3016
K-3003,P13-1117
K-3003,P14-1111
K-3003,P14-2104
K-3003,P15-1039
K-3003,P15-1109
K-3003,P16-4001
K-3003,Q13-1018
K-3003,Q15-1003
K-3003,S10-1067
K-3003,S12-1058
K-3003,S12-1104
K-3003,S13-1044
K-3003,S13-2099
K-3003,S14-1012
K-3003,W04-0845
K-3003,W05-0620
K-3003,W05-0622
K-3003,W05-0625
K-3003,W05-0631
K-3003,W05-0632
K-3003,W05-0636
K-3003,W05-0639
K-3003,W06-1617
K-3003,W06-1622
K-3003,W06-2909
K-3003,W07-1518
K-3003,W07-2016
K-3003,W07-2026
K-3003,W07-2077
K-3003,W08-1810
K-3003,W08-2111
K-3003,W08-2125
K-3003,W08-2137
K-3003,W09-1213
K-3003,W09-2601
K-3003,W09-3744
K-3003,W10-0303
K-3003,W10-0907
K-3003,W11-0209
K-3003,W11-0812
K-3003,W11-0906
K-3003,W11-0909
K-3003,W14-1107
K-3004,C02-1115
K-3004,C04-1190
K-3004,C10-1110
K-3004,C10-2042
K-3004,C10-2059
K-3004,D10-1020
K-3004,D14-1164
K-3004,D14-1187
K-3004,D16-1031
K-3004,D16-1038
K-3004,D16-1198
K-3004,E09-1006
K-3004,I05-2045
K-3004,J10-1004
K-3004,N04-4009
K-3004,N06-2007
K-3004,N07-2043
K-3004,N09-1001
K-3004,N12-1071
K-3004,N12-1090
K-3004,N13-1139
K-3004,N15-1019
K-3004,N15-1067
K-3004,P04-1033
K-3004,P04-1039
K-3004,P05-1005
K-3004,P05-1049
K-3004,P05-1050
K-3004,P05-3014
K-3004,P07-1051
K-3004,P08-1061
K-3004,P09-1116
K-3004,P10-1154
K-3004,P10-2069
K-3004,P11-1061
K-3004,P11-2029
K-3004,P11-2112
K-3004,P12-2063
K-3004,P13-2004
K-3004,P96-1042
K-3004,Q13-1008
K-3004,W01-0714
K-3004,W02-0602
K-3004,W03-0410
K-3004,W04-0861
K-3004,W04-3234
K-3004,W05-0608
K-3004,W06-1669
K-3004,W06-3814
K-3004,W07-2002
K-3004,W07-2090
K-3004,W09-1125
K-3004,W10-2309
K-3004,W13-3511
K-3005,E12-1025
K-3006,P09-5005
K-3006,W06-0113
K-3006,W14-5511
K-3007,C69-3401
K-3007,C80-1002
K-3007,C80-1092
K-3007,C82-1019
K-3007,H89-1006
K-3007,H89-1043
K-3007,H89-2056
K-3007,P84-1013
K-3007,P90-1038
K-3007,P91-1038
K-3007,P95-1005
K-3007,W04-2201
K-3008,E14-1017
K-3009,C14-1097
K-3009,D07-1016
K-3009,I08-6001
K-3009,W03-2115
K-3009,W04-0707
K-3009,W04-1009
K-3009,W08-1136
K-3009,W13-3412
K-3010,C10-1094
K-3010,C90-3047
K-3010,D09-1085
K-3010,E87-1035
K-3010,J94-2005
K-3010,N03-1014
K-3010,P10-1013
K-3010,P15-1170
K-3010,P83-1002
K-3010,W10-2908
K-3010,W96-0508
K-3011,P92-1013
K-3012,C14-1177
K-3012,C67-1016
K-3012,C94-1024
K-3012,E91-1006
K-3012,H01-1026
K-3012,H86-1015
K-3012,H89-1036
K-3012,N10-1094
K-3012,P15-1013
K-3012,P90-1037
K-3012,P92-1007
K-3012,P92-1045
K-3012,P98-1033
K-3012,P98-1061
K-3012,W02-1022
K-3013,C94-1073
K-3013,W08-1507
K-3013,W14-3208
K-3014,A97-1055
K-3014,C90-2072
K-3015,C04-1080
K-3015,P99-1023
K-3015,W05-0701
K-3015,W09-1707
K-3016,A00-1043
K-3017,P85-1026
K-3018,A97-2006
K-3018,C10-1044
K-3018,C94-1102
K-3018,C96-2178
K-3018,P06-1035
K-3018,P08-2046
K-3018,W04-3104
K-3018,W06-0907
K-3018,W06-1417
K-3018,W08-1137
K-3018,W11-0203
K-3018,W12-2418
K-3018,W98-1220
K-3018,X96-1010
K-3019,C92-2091
K-3019,N10-1086
K-3019,P10-4006
K-3019,P13-2151
K-3019,P98-1105
K-3019,W04-1109
K-3020,N13-1066
K-3020,W06-0133
K-3021,J96-3002
K-3021,P10-1098
K-3022,E12-1016
K-3022,E14-2012
K-3022,J09-1002
K-3022,N10-1079
K-3022,P01-1003
K-3022,P10-2032
K-3022,P11-1127
K-3022,P11-2068
K-3022,W04-3245
K-3022,W06-3109
K-3022,W07-0722
K-3022,W09-3835
K-3022,W10-1725
K-3022,W10-1731
K-3022,W11-2162
K-3022,W12-1015
K-3022,W12-3111
K-3022,W12-6216
K-3022,W13-3521
K-3023,W05-0607
K-3023,W14-0904
K-3024,P06-4012
K-3024,P07-2021
K-3024,P08-5004
K-3024,P14-2121
K-3024,W03-0306
K-3025,H90-1072
K-3025,P01-1001
K-3025,W02-2008
K-3025,W10-1503
K-3025,W12-2104
K-3026,C96-1031
K-3026,D09-1056
K-3026,E93-1019
K-3026,P09-2091
K-3026,W01-1015
K-3026,W02-1701
K-3026,W07-1909
K-3026,W08-0622
K-3026,W09-1409
K-3026,W10-2905
K-3027,P11-4018
K-3027,P14-2053
K-3027,S12-1004
K-3027,W11-1513
K-3028,C10-2124
K-3028,D16-1173
K-3028,P05-1043
K-3028,P08-2040
K-3028,P09-2001
K-3028,P10-1062
K-3028,P15-1138
K-3028,W04-3209
