,Natural,SQL
476,Print summary of paper P98-2249,SELECT Summary from PaperID_Summary WHERE PaperID = 'P98-2249' 
477,Print summary of paper P81-1011,SELECT Summary from PaperID_Summary WHERE PaperID = 'P81-1011' 
478,Print summary of paper D08-1089,SELECT Summary from PaperID_Summary WHERE PaperID = 'D08-1089' 
479,Print summary of paper P11-1112,SELECT Summary from PaperID_Summary WHERE PaperID = 'P11-1112' 
480,Print summary of paper W97-0302,SELECT Summary from PaperID_Summary WHERE PaperID = 'W97-0302' 
481,Print summary of paper I08-2100,SELECT Summary from PaperID_Summary WHERE PaperID = 'I08-2100' 
482,Print summary of paper P02-1039,SELECT Summary from PaperID_Summary WHERE PaperID = 'P02-1039' 
483,Print summary of paper P10-4011,SELECT Summary from PaperID_Summary WHERE PaperID = 'P10-4011' 
484,Print summary of paper W06-1103,SELECT Summary from PaperID_Summary WHERE PaperID = 'W06-1103' 
485,Print summary of paper P08-3001,SELECT Summary from PaperID_Summary WHERE PaperID = 'P08-3001' 
486,Print summary of paper W10-1747,SELECT Summary from PaperID_Summary WHERE PaperID = 'W10-1747' 
487,Print summary of paper W07-2033,SELECT Summary from PaperID_Summary WHERE PaperID = 'W07-2033' 
488,Print summary of paper J97-1002,SELECT Summary from PaperID_Summary WHERE PaperID = 'J97-1002' 
489,Print summary of paper C88-2094,SELECT Summary from PaperID_Summary WHERE PaperID = 'C88-2094' 
490,Print summary of paper P09-2009,SELECT Summary from PaperID_Summary WHERE PaperID = 'P09-2009' 
491,Print summary of paper W00-1431,SELECT Summary from PaperID_Summary WHERE PaperID = 'W00-1431' 
492,Print summary of paper P98-1010,SELECT Summary from PaperID_Summary WHERE PaperID = 'P98-1010' 
493,Print summary of paper W06-1904,SELECT Summary from PaperID_Summary WHERE PaperID = 'W06-1904' 
494,Print summary of paper P15-1020,SELECT Summary from PaperID_Summary WHERE PaperID = 'P15-1020' 
495,What is title of the paper with PaperID N15-1162?,SELECT Title FROM PaperID_Title WHERE PaperID = 'N15-1162'
496,What is title of the paper with PaperID P10-2027?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P10-2027'
497,What is title of the paper with PaperID W98-1406?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W98-1406'
498,What is title of the paper with PaperID W05-0708?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W05-0708'
499,What is title of the paper with PaperID W13-4063?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W13-4063'
500,What is title of the paper with PaperID W00-1404?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W00-1404'
501,What is title of the paper with PaperID C88-1074?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C88-1074'
502,What is title of the paper with PaperID N10-1095?,SELECT Title FROM PaperID_Title WHERE PaperID = 'N10-1095'
503,What is title of the paper with PaperID W04-2904?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W04-2904'
504,What is title of the paper with PaperID N03-3002?,SELECT Title FROM PaperID_Title WHERE PaperID = 'N03-3002'
505,What is title of the paper with PaperID C82-2010?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C82-2010'
506,What is title of the paper with PaperID P15-1068?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P15-1068'
507,What is title of the paper with PaperID I05-2044?,SELECT Title FROM PaperID_Title WHERE PaperID = 'I05-2044'
508,What is title of the paper with PaperID W07-0414?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W07-0414'
509,What is title of the paper with PaperID P11-1147?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P11-1147'
510,What is title of the paper with PaperID J81-1002?,SELECT Title FROM PaperID_Title WHERE PaperID = 'J81-1002'
511,What is title of the paper with PaperID W12-4001?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W12-4001'
512,What is title of the paper with PaperID E95-1040?,SELECT Title FROM PaperID_Title WHERE PaperID = 'E95-1040'
513,What is title of the paper with PaperID W09-0106?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W09-0106'
514,What is title of the paper with PaperID D10-1113?,SELECT Title FROM PaperID_Title WHERE PaperID = 'D10-1113'
515,What is title of the paper with PaperID H92-1069?,SELECT Title FROM PaperID_Title WHERE PaperID = 'H92-1069'
516,What is title of the paper with PaperID J83-3007?,SELECT Title FROM PaperID_Title WHERE PaperID = 'J83-3007'
517,What is title of the paper with PaperID W12-1814?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W12-1814'
518,What is title of the paper with PaperID C14-1143?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C14-1143'
519,What is title of the paper with PaperID P10-2066?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P10-2066'
520,What is title of the paper with PaperID C96-2113?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C96-2113'
521,What is title of the paper with PaperID W12-2504?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W12-2504'
522,What is title of the paper with PaperID W06-2205?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W06-2205'
523,What is title of the paper with PaperID N06-1060?,SELECT Title FROM PaperID_Title WHERE PaperID = 'N06-1060'
524,What is title of the paper with PaperID P83-1021?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P83-1021'
525,What is title of the paper with PaperID E09-1092?,SELECT Title FROM PaperID_Title WHERE PaperID = 'E09-1092'
526,What is title of the paper with PaperID P16-1008?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P16-1008'
527,What is title of the paper with PaperID P80-1029?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P80-1029'
528,What is title of the paper with PaperID W04-0846?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W04-0846'
529,What is title of the paper with PaperID C86-1026?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C86-1026'
530,What is title of the paper with PaperID W14-1104?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W14-1104'
531,What is title of the paper with PaperID W97-0811?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W97-0811'
532,What is title of the paper with PaperID W09-1120?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W09-1120'
533,What is title of the paper with PaperID P06-1061?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P06-1061'
534,What is title of the paper with PaperID W11-0905?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W11-0905'
535,What is title of the paper with PaperID J96-3005?,SELECT Title FROM PaperID_Title WHERE PaperID = 'J96-3005'
536,What is Paper ID of the paper with title Grammatical Compression In Notes And Records: Analysis And Computation?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Grammatical Compression In Notes And Records: Analysis And Computation'
537,What is Paper ID of the paper with title Large-scale CCG Induction from the Groningen Meaning Bank?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Large-scale CCG Induction from the Groningen Meaning Bank'
538,What is Paper ID of the paper with title Self-Training without Reranking for Parser Domain Adaptation and Its Impact on Semantic Role Labeling?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Self-Training without Reranking for Parser Domain Adaptation and Its Impact on Semantic Role Labeling'
539,What is Paper ID of the paper with title Conceptual Coherence In The Generation Of Referring Expressions?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Conceptual Coherence In The Generation Of Referring Expressions'
540,What is Paper ID of the paper with title Dialogue Systems That Can Handle Face-To-Face Joint Reference To Actions In Space?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Dialogue Systems That Can Handle Face-To-Face Joint Reference To Actions In Space'
541,What is Paper ID of the paper with title Experiments With Interactive Question-Answering?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Experiments With Interactive Question-Answering'
542,What is Paper ID of the paper with title A Comparative Study of Syntactic Parsers for Event Extraction?,SELECT PaperID FROM PaperID_Title WHERE Title = 'A Comparative Study of Syntactic Parsers for Event Extraction'
543,What is Paper ID of the paper with title Error Driven Word Sense Disambiguation?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Error Driven Word Sense Disambiguation'
544,What is Paper ID of the paper with title Collective Semantic Role Labeling on Open News Corpus by Leveraging Redundancy?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Collective Semantic Role Labeling on Open News Corpus by Leveraging Redundancy'
545,What is Paper ID of the paper with title Parsing With Polymorphism?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Parsing With Polymorphism'
546,What is Paper ID of the paper with title Mind the Gap: Dangers of Divorcing Evaluations of Summary Content from Linguistic Quality?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Mind the Gap: Dangers of Divorcing Evaluations of Summary Content from Linguistic Quality'
547,What is Paper ID of the paper with title Generating Image Descriptions Using Dependency Relational Patterns?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Generating Image Descriptions Using Dependency Relational Patterns'
548,What is Paper ID of the paper with title UNIBA: Distributional Semantics for Textual Similarity?,SELECT PaperID FROM PaperID_Title WHERE Title = 'UNIBA: Distributional Semantics for Textual Similarity'
549,What is Paper ID of the paper with title Confidence-Weighted Learning of Factored Discriminative Language Models?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Confidence-Weighted Learning of Factored Discriminative Language Models'
550,What is Paper ID of the paper with title Taste of Two Different Flavours: Which Manipuri Script works better for English-Manipuri Language pair SMT Systems??,SELECT PaperID FROM PaperID_Title WHERE Title = 'Taste of Two Different Flavours: Which Manipuri Script works better for English-Manipuri Language pair SMT Systems?'
551,What is Paper ID of the paper with title WebCAGe a A Web-Harvested Corpus Annotated with GermaNet Senses?,SELECT PaperID FROM PaperID_Title WHERE Title = 'WebCAGe a A Web-Harvested Corpus Annotated with GermaNet Senses'
552,What is Paper ID of the paper with title Reordering with Source Language Collocations?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Reordering with Source Language Collocations'
553,What is Paper ID of the paper with title Prosody And Parsing?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Prosody And Parsing'
554,What is Paper ID of the paper with title Summarization Of Noisy Documents: A Pilot Study?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Summarization Of Noisy Documents: A Pilot Study'
555,What is Paper ID of the paper with title Topic Adaptation for Lecture Translation through Bilingual Latent Semantic Models?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Topic Adaptation for Lecture Translation through Bilingual Latent Semantic Models'
556,What is Paper ID of the paper with title Chunking Japanese Compound Functional Expressions By Machine Learning?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Chunking Japanese Compound Functional Expressions By Machine Learning'
557,What is Paper ID of the paper with title Evaluating Unsupervised Language Model Adaptation Methods for Speaking Assessment?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Evaluating Unsupervised Language Model Adaptation Methods for Speaking Assessment'
558,What is Paper ID of the paper with title Automatic Phone Segmentation of Expressive Speech?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Automatic Phone Segmentation of Expressive Speech'
559,What is Paper ID of the paper with title The Swarthmore College Senseval-3 System?,SELECT PaperID FROM PaperID_Title WHERE Title = 'The Swarthmore College Senseval-3 System'
560,What is Paper ID of the paper with title A Clustering Algorithm For Chinese Adjectives And Nouns?,SELECT PaperID FROM PaperID_Title WHERE Title = 'A Clustering Algorithm For Chinese Adjectives And Nouns'
561,What is Paper ID of the paper with title Off-Line Optimization For Earley-Style HPSG Processing?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Off-Line Optimization For Earley-Style HPSG Processing'
562,What is Paper ID of the paper with title The Use of Granularity in Rhetorical Relation Prediction?,SELECT PaperID FROM PaperID_Title WHERE Title = 'The Use of Granularity in Rhetorical Relation Prediction'
563,What is Paper ID of the paper with title An Integrated Environment For Lexical Analyses?,SELECT PaperID FROM PaperID_Title WHERE Title = 'An Integrated Environment For Lexical Analyses'
564,What is Paper ID of the paper with title Connective-based Local Coherence Analysis: A Lexicon for Recognizing Causal Relationships?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Connective-based Local Coherence Analysis: A Lexicon for Recognizing Causal Relationships'
565,What is Paper ID of the paper with title A Common Theory Of Information Fusion From Multiple Text Sources Step One: Cross-Document Structure?,SELECT PaperID FROM PaperID_Title WHERE Title = 'A Common Theory Of Information Fusion From Multiple Text Sources Step One: Cross-Document Structure'
566,What is Paper ID of the paper with title Semantic Network Array Processor As A Massively Parallel Computing Platform For High Performance And Large-Scale Natural Language Processing?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Semantic Network Array Processor As A Massively Parallel Computing Platform For High Performance And Large-Scale Natural Language Processing'
567,What is Paper ID of the paper with title Crowdsourcing Word Sense Definition?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Crowdsourcing Word Sense Definition'
568,What is Paper ID of the paper with title The BNC Parsed with RASP4UIMA?,SELECT PaperID FROM PaperID_Title WHERE Title = 'The BNC Parsed with RASP4UIMA'
569,What is Paper ID of the paper with title Improve SMT Quality with Automatically Extracted Paraphrase Rules?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Improve SMT Quality with Automatically Extracted Paraphrase Rules'
570,What is Paper ID of the paper with title Verb Sense And Subcategorization: Using Joint Inference To Improve Performance On Complementary Tasks?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Verb Sense And Subcategorization: Using Joint Inference To Improve Performance On Complementary Tasks'
571,What is Paper ID of the paper with title Non-parametric Bayesian Segmentation of Japanese Noun Phrases?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Non-parametric Bayesian Segmentation of Japanese Noun Phrases'
572,What is Paper ID of the paper with title Extracting drug indications and adverse drug reactions from Spanish health social media?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Extracting drug indications and adverse drug reactions from Spanish health social media'
573,What is Paper ID of the paper with title Automatic Grading of Scientific Inquiry?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Automatic Grading of Scientific Inquiry'
574,What is Paper ID of the paper with title Text Understanding With GETARUNS For Q/A And Summarization?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Text Understanding With GETARUNS For Q/A And Summarization'
575,What is Paper ID of the paper with title Temporal Processing with the TARSQI Toolkit?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Temporal Processing with the TARSQI Toolkit'
576,What is Paper ID of the paper with title Bootstrapping Word Alignment via Word Packing?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Bootstrapping Word Alignment via Word Packing'
577,What is Paper ID of the paper with title Lexical Reference: A Semantic Matching Subtask?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Lexical Reference: A Semantic Matching Subtask'
578,What is Paper ID of the paper with title Evaluating And Combining Approaches To Selectional Preference Acquisition?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Evaluating And Combining Approaches To Selectional Preference Acquisition'
579,What is Paper ID of the paper with title Reasoning On A Highlighted User Model To Respond To Misconceptions?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Reasoning On A Highlighted User Model To Respond To Misconceptions'
580,What is Paper ID of the paper with title Enunciative and modal variations in newswire texts in French: From guideline to automatic annotation?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Enunciative and modal variations in newswire texts in French: From guideline to automatic annotation'
581,List all the Paper IDs of the paper with title starting with Computing Semantic?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Computing Semantic%'
582,List all the Paper IDs of the paper with title starting with Cross-Language Parser Adaptation b?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Cross-Language Parser Adaptation b%'
583,List all the Paper IDs of the paper with title starting with Semantic Analysis Of Chinese Garden-Path ?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Semantic Analysis Of Chinese Garden-Path %'
584,List all the Paper IDs of the paper with title starting with Inheritance In Wo?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Inheritance In Wo%'
585,List all the Paper IDs of the paper with title starting with Dete?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Dete%'
586,List all the Paper IDs of the paper with title starting with Automatic Set Exp?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Automatic Set Exp%'
587,List all the Paper IDs of the paper with title starting with Towards A De?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Towards A De%'
588,List all the Paper IDs of the paper with title starting with PageRanking WordNet Synsets: An Applica?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'PageRanking WordNet Synsets: An Applica%'
589,List all the Paper IDs of the paper with title starting with Exploiting Wikipedia as External Knowle?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Exploiting Wikipedia as External Knowle%'
590,List all the Paper IDs of the paper with title starting with Simple Type-Level Unsupervis?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Simple Type-Level Unsupervis%'
591,List all the Paper IDs of the paper with title starting with Automatically Assessing Machine Summary Conte?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Automatically Assessing Machine Summary Conte%'
592,List all the Paper IDs of the paper with title starting with Findin?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Findin%'
593,List all the Paper IDs of the paper with title starting with Modeling Thesis Clarity in Student Ess?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Modeling Thesis Clarity in Student Ess%'
594,List all the Paper IDs of the paper with title starting with Merging Word S?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Merging Word S%'
595,List all the Paper IDs of the paper with title starting with Automatic Extraction Of Rules For Anaphora Reso?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Automatic Extraction Of Rules For Anaphora Reso%'
596,List all the Paper IDs of the paper with title starting with Memory Capacity ?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Memory Capacity %'
597,List all the Paper IDs of the paper with title starting with Predicting Attrition Along the Way: The?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Predicting Attrition Along the Way: The%'
598,List all the Paper IDs of the paper with title starting with Half-Context ?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Half-Context %'
599,List all the Paper IDs of the paper with title starting with A Simple Word Trigger ?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'A Simple Word Trigger %'
600,List all the Paper IDs of the paper with title starting with Terminology Questions in Texts Authored b?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Terminology Questions in Texts Authored b%'
601,List all the Paper IDs of the paper with title starting with Bleu: A Method For Automatic Evaluati?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Bleu: A Method For Automatic Evaluati%'
602,List all the Paper IDs of the paper with title starting with Investigating A Generic Paraphras?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Investigating A Generic Paraphras%'
603,List all the Paper IDs of the paper with title starting with Covering Ambiguity Resolution In Chinese Word Segmentation Based On Co?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Covering Ambiguity Resolution In Chinese Word Segmentation Based On Co%'
604,List all the Paper IDs of the paper with title starting with Recessio?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Recessio%'
605,List all the Paper IDs of the paper with title starting with Semantic Role Labeli?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Semantic Role Labeli%'
606,List all the Paper IDs of the paper with title starting with Ha?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Ha%'
607,List all the Paper IDs of the paper with title starting with Non-Factoid Japanese Question Answering through Passage Retrieval that I?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Non-Factoid Japanese Question Answering through Passage Retrieval that I%'
608,List all the Paper IDs of the paper with title starting with Cross-Languag?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Cross-Languag%'
609,List all the Paper IDs of the paper with title starting with Orthogonality of Synta?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Orthogonality of Synta%'
610,List all the Paper IDs of the paper with title starting with Identifying Events Using Similarity And?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Identifying Events Using Similarity And%'
611,List all the Paper IDs of the paper with title starting with Some Linguistic Aspects For Automat?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Some Linguistic Aspects For Automat%'
612,List all the Paper IDs of the paper with title starting with From Descriptiv?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'From Descriptiv%'
613,List all the Paper IDs of the paper with title starting with Auto?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Auto%'
614,List all the Paper IDs of the paper with title starting with The GATE Crowdsourcing P?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'The GATE Crowdsourcing P%'
615,List all the Paper IDs of the paper with title starting with Base Noun Phrase Translation U?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Base Noun Phrase Translation U%'
616,List all the Paper IDs of the paper with title starting with The University Of Jaen Word Sense?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'The University Of Jaen Word Sense%'
617,List all the Paper IDs of the paper with title starting with Resolving Ellipsis In Clari?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Resolving Ellipsis In Clari%'
618,List all the Paper IDs of the paper with title starting with Wo?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Wo%'
619,List all the Paper IDs of the paper with title starting with Glove: Global Vectors for Word Representa?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Glove: Global Vectors for Word Representa%'
620,List all the Paper IDs of the paper with title starting with Orthographic Errors in Web Pages: Toward Cleaner Web Co?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Orthographic Errors in Web Pages: Toward Cleaner Web Co%'
621,List all the Paper IDs of the paper with title starting with The QuA?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'The QuA%'
622,List all the Paper IDs of the paper with title starting with Increm?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Increm%'
623,List all the Paper IDs of the paper with title starting with Compa?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Compa%'
624,List all the Paper IDs of the paper with title starting with Analyse Et ?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Analyse Et %'
625,List all the Paper IDs of the paper with title starting with Sentence Planning As Descri?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Sentence Planning As Descri%'
